mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_colsample_bytree;param_learning_rate;param_max_depth;param_n_estimators;param_subsample;params;mean_test_score;std_test_score;rank_test_score
235,14764833450317;1,6495595548469046;0,3582174301147461;0,01915709277586523;0.8;0.1;3;300;0.8;{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8};0,9993024445369654;0,0003890795802834936;11
156,11583366394044;0,6366414910017247;0,2902623176574707;0,019553209970732375;0.8;0.1;6;100;0.8;{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8};0,9992559437232013;0,0002710994990086592;12
245,1271255016327;1,459727674789042;0,35836062431335447;0,0466307905242704;0.8;0.1;3;300;1.0;{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 300, 'subsample': 1.0};0,9992559329090585;0,0004000214194960388;13
279,6287108421326;1,6815263046913473;0,3726036548614502;0,04056710892369617;1.0;0.1;3;300;1.0;{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 300, 'subsample': 1.0};0,9992094320952942;0,00023706614629567205;14
173,75443925857545;1,3322989252247943;0,3078152179718018;0,016116737811494163;1.0;0.1;6;100;0.8;{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8};0,9991629204673872;0,0001859546020272152;15
183,6229513645172;1,4954568583084398;0,2771427631378174;0,027389263274093426;1.0;0.1;6;100;1.0;{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0};0,9991629096532446;0,00027903914538631786;16
183,8264183998108;0,8665249607243533;0,2500133991241455;0,025656745229938157;1.0;0.1;3;200;0.8;{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8};0,9987443915152238;0,00047870687361063513;17
173,506041431427;2,4338277097195586;0,267183256149292;0,029130611674902256;0.8;0.1;3;200;1.0;{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0};0,9987443698869383;0,0004312075039093138;18
162,85772514343262;1,1298293171219844;0,2606386661529541;0,020180657465463183;0.8;0.1;3;200;0.8;{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8};0,9986978798873167;0,00031530893797995015;19
193,86738839149476;1,2433874270638512;0,26756062507629397;0,009661140939487547;1.0;0.1;3;200;1.0;{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0};0,9986048458173599;0,00029411411218766687;20
515,0632171630859;1,407856712748957;0,8584129333496093;0,03218650903292054;0.8;0.01;6;300;0.8;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.8};0,9970701134944282;0,0009139549457480869;21
541,6389531135559;1,7199772916774236;0,8648545265197753;0,04834091819583548;0.8;0.01;6;300;1.0;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 300, 'subsample': 1.0};0,9962795023331512;0,0008323396655200284;22
349,25483684539796;0,8197960507446617;0,5886757850646973;0,027141802745742898;0.8;0.01;6;200;0.8;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.8};0,9957679501251737;0,001133734145703906;23
366,25842785835266;1,1976444016152132;0,612605094909668;0,03338409428966767;0.8;0.01;6;200;1.0;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 1.0};0,9952564087313389;0,0006995864366679663;24
577,789414691925;3,0378864739586424;0,8065183639526368;0,032480572608855375;1.0;0.01;6;300;0.8;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.8};0,9946983665237399;0,0007415829356894552;25
94,28372688293457;0,6443311832697517;0,13954682350158693;0,002296291461644761;1.0;0.1;3;100;0.8;{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8};0,9945123848969682;0,0008650444347245712;26
615,5387440681458;3,1971594234847327;0,7622094631195069;0,027975030787357864;1.0;0.01;6;300;1.0;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 300, 'subsample': 1.0};0,9945122659413983;0,0011642120066647935;27
99,90224795341491;0,9121326265849764;0,1428539752960205;0,0028855123502497205;1.0;0.1;3;100;1.0;{'colsample_bytree': 1.0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0};0,99395426699037;0,001070942690809182;28
176,2064242362976;0,2742257082891374;0,32501420974731443;0,05048775032331156;0.8;0.01;6;100;0.8;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8};0,9937682637353131;0,0007415409827428948;29
82,9500551700592;0,46900279647683335;0,1442870616912842;0,0015592283747806722;0.8;0.1;3;100;0.8;{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8};0,9933962355969138;0,0007728488401156453;30
87,29224152565003;0,4260977223119016;0,13989129066467285;0,004808230472718116;0.8;0.1;3;100;1.0;{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0};0,9924662193216289;0,0005985169728914253;31
391,79536805152895;2,988019307048378;0,5641685485839844;0,05000121543167297;1.0;0.01;6;200;0.8;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.8};0,992326641181337;0,0006739882456612297;32
415,73572540283203;1,4590611303254097;0,5558190822601319;0,026912408099338633;1.0;0.01;6;200;1.0;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 1.0};0,9922335962972376;0,0011546290525644013;33
186,13624453544617;0,9062819786101242;0,33733572959899905;0,025612815192708704;0.8;0.01;6;100;1.0;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0};0,9919080365301742;0,0007981152601738991;34
200,06898226737977;0,7858720967170798;0,34159603118896487;0,018703369942605793;1.0;0.01;6;100;0.8;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8};0,9864669871257632;0,0020713621985360368;35
212,68509640693665;1,3576142204507524;0,3047481536865234;0,025115828997239336;1.0;0.01;6;100;1.0;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0};0,983583655504669;0,0026413577169244616;36
266,1383607387543;1,4215869585602183;0,34483990669250486;0,02890423337094401;0.8;0.01;3;300;1.0;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 1.0};0,9510299281400215;0,003919281133510025;37
253,7399733543396;1,0443891059407613;0,33943734169006345;0,02920197582764868;0.8;0.01;3;300;0.8;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8};0,9502392953504593;0,004845908232111343;38
289,5825083732605;1,2822318807261988;0,3409172534942627;0,025729434954212652;1.0;0.01;3;300;0.8;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8};0,9474954661706579;0,005039706770119271;39
305,7345230102539;0,9557597986379283;0,32181882858276367;0,018137281738170082;1.0;0.01;3;300;1.0;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 1.0};0,9454957689666544;0,005152363321584972;40
177,3203779220581;0,964645632842491;0,2399601936340332;0,0336770183654955;0.8;0.01;3;200;1.0;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0};0,9314511714420117;0,00611831748746756;41
168,95466895103453;0,6711855316268234;0,26220097541809084;0,012834213211592126;0.8;0.01;3;200;0.8;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8};0,9301023450468524;0,005441937447782188;42
193,72177391052247;0,9290527178137379;0,26363425254821776;0,022882496128356626;1.0;0.01;3;200;0.8;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8};0,9228475259944957;0,006717491828784409;43
204,98205432891845;1,0171107771046575;0,22490191459655762;0,042649860149647445;1.0;0.01;3;200;1.0;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0};0,9226616957657224;0,006141883085498781;44
84,83906388282776;0,4458034181273527;0,13774209022521972;0,004547948133163818;0.8;0.01;3;100;0.8;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8};0,9016879146547856;0,00680345368651922;45
88,85408954620361;0,4075985309697586;0,130674409866333;0,01631965136612091;0.8;0.01;3;100;1.0;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0};0,8968046695468335;0,009802777157211173;46
96,73756976127625;0,18369979544876155;0,13314733505249024;0,00742269847814112;1.0;0.01;3;100;0.8;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8};0,874249622856772;0,011564286446358353;47
102,0207700252533;0,31350640307122446;0,1316288948059082;0,016707370978206848;1.0;0.01;3;100;1.0;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0};0,8717379841356525;0,012807396743126672;48
