Va;Vb;Vc;phi_Va;phi_Vb;phi_Vc;Ia;Ib;Ic;phi_Ia;phi_Ib;phi_Ic;RF;Factor_Carga;Nodo_Falla;Tipo_Falla
127,017;127,017;127,017;-8,87E-11;-120;120;5,03281;6,55809;6,43011;45,9401;-84,4697;154,971;50;1,3;Nodo 2;LLG BCG
127,017;127,015;127,015;-4,07E-11;-120;120;12,7714;355,939;355,939;-80,095;-175,871;64,1292;0;0,7;Nodo 2;LLG CAG
127,017;127,015;127,015;-5,64E-11;-120;120;13,0981;355,939;355,939;-77,4081;-175,871;64,1292;0;1;Nodo 2;LLG CAG
127,017;127,015;127,015;-8,87E-11;-120;120;13,458;355,939;355,939;-74,8451;-175,871;64,1292;0;1,3;Nodo 2;LLG CAG
127,017;127,017;127,017;-4,07E-11;-120;120;6,04968;144,469;138,111;-2,70451;-133,571;104,331;0,5;0,7;Nodo 2;LLG CAG
127,017;127,017;127,017;-5,64E-11;-120;120;6,90095;144,974;138,596;-5,32105;-133,743;104,217;0,5;1;Nodo 2;LLG CAG
127,017;127,017;127,017;-8,87E-11;-120;120;7,76832;145,482;139,085;-7,40669;-133,915;104,102;0,5;1,3;Nodo 2;LLG CAG
127,017;127,017;127,017;-4,07E-11;-120;120;4,94613;85,0339;81,2293;24,7331;-123,568;113,68;1;0,7;Nodo 2;LLG CAG
127,017;127,017;127,017;-5,64E-11;-120;120;5,64077;85,7031;81,8838;17,7702;-123,889;113,432;1;1;Nodo 2;LLG CAG
127,017;127,017;127,017;-8,87E-11;-120;120;6,40265;86,3772;82,5429;12,3222;-124,21;113,183;1;1,3;Nodo 2;LLG CAG
127,017;127,017;127,017;-4,07E-11;-120;120;4,57853;46,816;44,735;45,2739;-115,755;121,224;2;0,7;Nodo 2;LLG CAG
127,017;127,017;127,017;-5,64E-11;-120;120;5,05693;47,5724;45,4918;35,2234;-116,367;120,702;2;1;Nodo 2;LLG CAG
127,017;127,017;127,017;-8,87E-11;-120;120;5,66283;48,3365;46,2555;27,0226;-116,969;120,188;2;1,3;Nodo 2;LLG CAG
127,017;127,017;127,017;-4,07E-11;-120;120;4,51508;21,002;20,0435;59,8871;-105,754;131,457;5;0,7;Nodo 2;LLG CAG
127,017;127,017;127,017;-5,64E-11;-120;120;4,79712;21,7712;20,8294;48,2726;-107,292;130,019;5;1;Nodo 2;LLG CAG
127,017;127,017;127,017;-8,87E-11;-120;120;5,24981;22,5574;21,6304;38,2067;-108,745;128,665;5;1,3;Nodo 2;LLG CAG
127,017;127,017;127,017;-4,07E-11;-120;120;4,52984;12,1223;11,5659;65,0303;-95,872;141,989;10;0,7;Nodo 2;LLG CAG
127,017;127,017;127,017;-5,64E-11;-120;120;4,73584;12,83;12,2943;53,0608;-98,9607;138,948;10;1;Nodo 2;LLG CAG
127,017;127,017;127,017;-8,87E-11;-120;120;5,12543;13,5727;13,0557;42,4036;-101,756;136,216;10;1,3;Nodo 2;LLG CAG
127,017;127,017;127,017;-4,07E-11;-120;120;4,54471;7,87423;7,55321;67,635;-83,5007;155,29;20;0,7;Nodo 2;LLG CAG
127,017;127,017;127,017;-5,64E-11;-120;120;4,71103;8,45998;8,15554;55,5312;-89,0536;149,659;20;1;Nodo 2;LLG CAG
127,017;127,017;127,017;-8,87E-11;-120;120;5,06675;9,11531;8,82648;44,5951;-93,9051;144,784;20;1,3;Nodo 2;LLG CAG
127,017;127,017;127,017;-4,07E-11;-120;120;4,5561;5,6512;5,50902;69,2058;-67,7979;171,905;50;0,7;Nodo 2;LLG CAG
127,017;127,017;127,017;-5,64E-11;-120;120;4,69816;6,04144;5,90577;57,0367;-76,7154;162,823;50;1;Nodo 2;LLG CAG
127,017;127,017;127,017;-8,87E-11;-120;120;5,03281;6,55809;6,43011;45,9401;-84,4697;154,971;50;1,3;Nodo 2;LLG CAG
127,015;127,015;127,015;-4,07E-11;-4,07E-11;-4,07E-11;355,939;355,939;355,939;-55,8708;-175,871;64,1292;0;0,7;Nodo 2;LLL ABC
127,015;127,015;127,015;-5,64E-11;-5,64E-11;-5,64E-11;355,939;355,939;355,939;-55,8708;-175,871;64,1292;0;1;Nodo 2;LLL ABC
127,015;127,015;127,015;-8,87E-11;-8,87E-11;-8,87E-11;355,939;355,939;355,939;-55,8708;-175,871;64,1292;0;1,3;Nodo 2;LLL ABC
127,017;127,017;127,017;-4,07E-11;-4,07E-11;-4,07E-11;142,771;142,771;142,771;-15,333;-135,333;104,667;0,5;0,7;Nodo 2;LLL ABC
127,017;127,017;127,017;-5,64E-11;-5,64E-11;-5,64E-11;143,232;143,232;143,232;-15,4765;-135,476;104,524;0,5;1;Nodo 2;LLL ABC
127,017;127,017;127,017;-8,87E-11;-8,87E-11;-8,87E-11;143,695;143,695;143,695;-15,6209;-135,621;104,379;0,5;1,3;Nodo 2;LLL ABC
127,017;127,017;127,017;-4,07E-11;-4,07E-11;-4,07E-11;84,2666;84,2666;84,2666;-5,65945;-125,659;114,341;1;0,7;Nodo 2;LLL ABC
127,017;127,017;127,017;-5,64E-11;-5,64E-11;-5,64E-11;84,9081;84,9081;84,9081;-5,94255;-125,943;114,057;1;1;Nodo 2;LLL ABC
127,017;127,017;127,017;-8,87E-11;-8,87E-11;-8,87E-11;85,5541;85,5541;85,5541;-6,2255;-126,226;113,774;1;1,3;Nodo 2;LLL ABC
127,017;127,017;127,017;-4,07E-11;-4,07E-11;-4,07E-11;46,4597;46,4597;46,4597;2,02759;-117,972;122,028;2;0,7;Nodo 2;LLL ABC
127,017;127,017;127,017;-5,64E-11;-5,64E-11;-5,64E-11;47,2074;47,2074;47,2074;1,47081;-118,529;121,471;2;1;Nodo 2;LLL ABC
127,017;127,017;127,017;-8,87E-11;-8,87E-11;-8,87E-11;47,9622;47,9622;47,9622;0,922885;-119,077;120,923;2;1,3;Nodo 2;LLL ABC
127,017;127,017;127,017;-4,07E-11;-4,07E-11;-4,07E-11;20,8067;20,8067;20,8067;12,1221;-107,878;132,122;5;0,7;Nodo 2;LLL ABC
127,017;127,017;127,017;-5,64E-11;-5,64E-11;-5,64E-11;21,5845;21,5845;21,5845;10,6715;-109,329;130,671;5;1;Nodo 2;LLL ABC
127,017;127,017;127,017;-8,87E-11;-8,87E-11;-8,87E-11;22,378;22,378;22,378;9,30193;-110,698;129,302;5;1,3;Nodo 2;LLL ABC
127,017;127,017;127,017;-4,07E-11;-4,07E-11;-4,07E-11;11,9707;11,9707;11,9707;22,3148;-97,6852;142,315;10;0,7;Nodo 2;LLL ABC
127,017;127,017;127,017;-5,64E-11;-5,64E-11;-5,64E-11;12,6933;12,6933;12,6933;19,3179;-100,682;139,318;10;1;Nodo 2;LLL ABC
127,017;127,017;127,017;-8,87E-11;-8,87E-11;-8,87E-11;13,4489;13,4489;13,4489;16,6137;-103,386;136,614;10;1,3;Nodo 2;LLL ABC
127,017;127,017;127,017;-4,07E-11;-4,07E-11;-4,07E-11;7,76084;7,76084;7,76084;35,2228;-84,7772;155,223;20;0,7;Nodo 2;LLL ABC
127,017;127,017;127,017;-5,64E-11;-5,64E-11;-5,64E-11;8,36158;8,36158;8,36158;29,7121;-90,2879;149,712;20;1;Nodo 2;LLL ABC
127,017;127,017;127,017;-8,87E-11;-8,87E-11;-8,87E-11;9,02993;9,02993;9,02993;24,9209;-95,0791;144,921;20;1,3;Nodo 2;LLL ABC
127,017;127,017;127,017;-4,07E-11;-4,07E-11;-4,07E-11;5,5886;5,5886;5,5886;51,6346;-68,3654;171,635;50;0,7;Nodo 2;LLL ABC
127,017;127,017;127,017;-5,64E-11;-5,64E-11;-5,64E-11;5,98758;5,98758;5,98758;42,6816;-77,3184;162,682;50;1;Nodo 2;LLL ABC
127,017;127,017;127,017;-8,87E-11;-8,87E-11;-8,87E-11;6,51243;6,51243;6,51243;34,9283;-85,0717;154,928;50;1,3;Nodo 2;LLL ABC
127,016;127,017;127,017;-4,07E-11;-120;120;122,937;3,88752;6,91438;-56,0771;41,2425;130,805;0;0,7;Nodo 3;LG A
127,016;127,017;127,017;-5,64E-11;-120;120;123,201;3,0139;7,62129;-55,997;37,7363;126,281;0;1;Nodo 3;LG A
127,016;127,017;127,017;-8,87E-11;-120;120;123,467;2,15203;8,37002;-55,917;31,4858;122,495;0;1,3;Nodo 3;LG A
127,017;127,017;127,017;-4,07E-11;-120;120;74,1144;1,33682;6,58405;-27,4082;-12,0394;158,696;0,5;0,7;Nodo 3;LG A
127,017;127,017;127,017;-5,64E-11;-120;120;74,6851;1,1478;7,06458;-27,492;-52,9606;151,389;0,5;1;Nodo 3;LG A
127,017;127,017;127,017;-8,87E-11;-120;120;75,2598;1,55643;7,6446;-27,577;-87,5412;145,038;0,5;1,3;Nodo 3;LG A
127,017;127,017;127,017;-4,07E-11;-120;120;50,2804;2,15897;6,06125;-15,2756;-46,6902;169,544;1;0,7;Nodo 3;LG A
127,017;127,017;127,017;-5,64E-11;-120;120;50,9744;2,34721;6,426;-15,5465;-69,5496;160,927;1;1;Nodo 3;LG A
127,017;127,017;127,017;-8,87E-11;-120;120;51,6734;2,83265;6,91805;-15,8154;-86,9516;153,313;1;1,3;Nodo 3;LG A
127,017;127,017;127,017;-4,07E-11;-120;120;30,4206;3,15528;5,50987;-3,75853;-52,1849;178,145;2;0,7;Nodo 3;LG A
127,017;127,017;127,017;-5,64E-11;-120;120;31,1952;3,36123;5,77672;-4,4222;-68,4041;168,276;2;1;Nodo 3;LG A
127,017;127,017;127,017;-8,87E-11;-120;120;31,9775;3,79598;6,19583;-5,06499;-81,9596;159,429;2;1,3;Nodo 3;LG A
127,017;127,017;127,017;-4,07E-11;-120;120;14,7774;3,95418;5,00355;11,4933;-51,5967;-175,096;5;0,7;Nodo 3;LG A
127,017;127,017;127,017;-5,64E-11;-120;120;15,5546;4,12324;5,19165;9,52248;-65,167;173,839;5;1;Nodo 3;LG A
127,017;127,017;127,017;-8,87E-11;-120;120;16,3514;4,49788;5,55427;7,71386;-77,179;163,797;5;1,3;Nodo 3;LG A
127,017;127,017;127,017;-4,07E-11;-120;120;9,11032;4,25236;4,79546;25,2038;-50,8112;-172,512;10;0,7;Nodo 3;LG A
127,017;127,017;127,017;-5,64E-11;-120;120;9,80117;4,40159;4,95338;21,1247;-63,6649;175,897;10;1;Nodo 3;LG A
127,017;127,017;127,017;-8,87E-11;-120;120;10,5369;4,75057;5,29519;17,5518;-75,2523;165,324;10;1,3;Nodo 3;LG A
127,017;127,017;127,017;-4,07E-11;-120;120;6,46469;4,40688;4,68303;40,0484;-50,3125;-171,152;20;0,7;Nodo 3;LG A
127,017;127,017;127,017;-5,64E-11;-120;120;7,00604;4,5448;4,8251;33,1082;-62,8342;176,962;20;1;Nodo 3;LG A
127,017;127,017;127,017;-8,87E-11;-120;120;7,6354;4,87982;5,15622;27,1693;-74,2236;166,089;20;1,3;Nodo 3;LG A
127,017;127,017;127,017;-4,07E-11;-120;120;5,16333;4,50121;4,61277;55,589;-49,9799;-170,313;50;0,7;Nodo 3;LG A
127,017;127,017;127,017;-5,64E-11;-120;120;5,50619;4,63191;4,74508;45,6376;-62,3103;177,612;50;1;Nodo 3;LG A
127,017;127,017;127,017;-8,87E-11;-120;120;5,99264;4,95819;5,06973;36,9901;-73,5851;166,546;50;1,3;Nodo 3;LG A
127,017;127,016;127,017;-4,07E-11;-120;120;6,91438;122,937;3,88752;10,8045;-176,077;-78,7575;0;0,7;Nodo 3;LG B
127,017;127,016;127,017;-5,64E-11;-120;120;7,62129;123,201;3,0139;6,28063;-175,997;-82,2637;0;1;Nodo 3;LG B
127,017;127,016;127,017;-8,87E-11;-120;120;8,37002;123,467;2,15203;2,49467;-175,917;-88,5142;0;1,3;Nodo 3;LG B
127,017;127,017;127,017;-4,07E-11;-120;120;6,58405;74,1144;1,33682;38,6957;-147,408;-132,039;0,5;0,7;Nodo 3;LG B
127,017;127,017;127,017;-5,64E-11;-120;120;7,06458;74,6851;1,1478;31,389;-147,492;-172,961;0,5;1;Nodo 3;LG B
127,017;127,017;127,017;-8,87E-11;-120;120;7,6446;75,2598;1,55643;25,0376;-147,577;152,459;0,5;1,3;Nodo 3;LG B
127,017;127,017;127,017;-4,07E-11;-120;120;6,06125;50,2804;2,15897;49,5443;-135,276;-166,69;1;0,7;Nodo 3;LG B
127,017;127,017;127,017;-5,64E-11;-120;120;6,426;50,9744;2,34721;40,9267;-135,546;170,45;1;1;Nodo 3;LG B
127,017;127,017;127,017;-8,87E-11;-120;120;6,91805;51,6734;2,83265;33,3131;-135,815;153,048;1;1,3;Nodo 3;LG B
127,017;127,017;127,017;-4,07E-11;-120;120;5,50987;30,4206;3,15528;58,1455;-123,759;-172,185;2;0,7;Nodo 3;LG B
127,017;127,017;127,017;-5,64E-11;-120;120;5,77672;31,1952;3,36123;48,2755;-124,422;171,596;2;1;Nodo 3;LG B
127,017;127,017;127,017;-8,87E-11;-120;120;6,19583;31,9775;3,79598;39,4294;-125,065;158,04;2;1,3;Nodo 3;LG B
127,017;127,017;127,017;-4,07E-11;-120;120;5,00355;14,7774;3,95418;64,9044;-108,507;-171,597;5;0,7;Nodo 3;LG B
127,017;127,017;127,017;-5,64E-11;-120;120;5,19165;15,5546;4,12324;53,8392;-110,478;174,833;5;1;Nodo 3;LG B
127,017;127,017;127,017;-8,87E-11;-120;120;5,55427;16,3514;4,49788;43,7966;-112,286;162,821;5;1,3;Nodo 3;LG B
127,017;127,017;127,017;-4,07E-11;-120;120;4,79546;9,11032;4,25236;67,4877;-94,7962;-170,811;10;0,7;Nodo 3;LG B
127,017;127,017;127,017;-5,64E-11;-120;120;4,95338;9,80117;4,40159;55,8974;-98,8753;176,335;10;1;Nodo 3;LG B
127,017;127,017;127,017;-8,87E-11;-120;120;5,29519;10,5369;4,75057;45,3237;-102,448;164,748;10;1,3;Nodo 3;LG B
127,017;127,017;127,017;-4,07E-11;-120;120;4,68303;6,46469;4,40688;68,8478;-79,9516;-170,312;20;0,7;Nodo 3;LG B
127,017;127,017;127,017;-5,64E-11;-120;120;4,8251;7,00604;4,5448;56,9624;-86,8918;177,166;20;1;Nodo 3;LG B
127,017;127,017;127,017;-8,87E-11;-120;120;5,15622;7,6354;4,87982;46,0889;-92,8307;165,776;20;1,3;Nodo 3;LG B
127,017;127,017;127,017;-4,07E-11;-120;120;4,61277;5,16333;4,50121;69,6867;-64,411;-169,98;50;0,7;Nodo 3;LG B
127,017;127,017;127,017;-5,64E-11;-120;120;4,74508;5,50619;4,63191;57,6121;-74,3624;177,69;50;1;Nodo 3;LG B
127,017;127,017;127,017;-8,87E-11;-120;120;5,06973;5,99264;4,95819;46,5461;-83,0099;166,415;50;1,3;Nodo 3;LG B
127,017;127,017;127,016;-4,07E-11;-120;120;3,88752;6,91438;122,937;161,242;-109,195;63,9229;0;0,7;Nodo 3;LG C
127,017;127,017;127,016;-5,64E-11;-120;120;3,0139;7,62129;123,201;157,736;-113,719;64,003;0;1;Nodo 3;LG C
127,017;127,017;127,016;-8,87E-11;-120;120;2,15203;8,37002;123,467;151,486;-117,505;64,083;0;1,3;Nodo 3;LG C
127,017;127,017;127,017;-4,07E-11;-120;120;1,33682;6,58405;74,1144;107,961;-81,3043;92,5918;0,5;0,7;Nodo 3;LG C
127,017;127,017;127,017;-5,64E-11;-120;120;1,1478;7,06458;74,6851;67,0394;-88,611;92,508;0,5;1;Nodo 3;LG C
127,017;127,017;127,017;-8,87E-11;-120;120;1,55643;7,6446;75,2598;32,4588;-94,9624;92,423;0,5;1,3;Nodo 3;LG C
127,017;127,017;127,017;-4,07E-11;-120;120;2,15897;6,06125;50,2804;73,3098;-70,4557;104,724;1;0,7;Nodo 3;LG C
127,017;127,017;127,017;-5,64E-11;-120;120;2,34721;6,426;50,9744;50,4504;-79,0733;104,454;1;1;Nodo 3;LG C
127,017;127,017;127,017;-8,87E-11;-120;120;2,83265;6,91805;51,6734;33,0484;-86,6869;104,185;1;1,3;Nodo 3;LG C
127,017;127,017;127,017;-4,07E-11;-120;120;3,15528;5,50987;30,4206;67,8151;-61,8545;116,241;2;0,7;Nodo 3;LG C
127,017;127,017;127,017;-5,64E-11;-120;120;3,36123;5,77672;31,1952;51,5959;-71,7245;115,578;2;1;Nodo 3;LG C
127,017;127,017;127,017;-8,87E-11;-120;120;3,79598;6,19583;31,9775;38,0404;-80,5706;114,935;2;1,3;Nodo 3;LG C
127,017;127,017;127,017;-4,07E-11;-120;120;3,95418;5,00355;14,7774;68,4033;-55,0956;131,493;5;0,7;Nodo 3;LG C
127,017;127,017;127,017;-5,64E-11;-120;120;4,12324;5,19165;15,5546;54,833;-66,1608;129,522;5;1;Nodo 3;LG C
127,017;127,017;127,017;-8,87E-11;-120;120;4,49788;5,55427;16,3514;42,821;-76,2034;127,714;5;1,3;Nodo 3;LG C
127,017;127,017;127,017;-4,07E-11;-120;120;4,25236;4,79546;9,11032;69,1888;-52,5123;145,204;10;0,7;Nodo 3;LG C
127,017;127,017;127,017;-5,64E-11;-120;120;4,40159;4,95338;9,80117;56,3351;-64,1026;141,125;10;1;Nodo 3;LG C
127,017;127,017;127,017;-8,87E-11;-120;120;4,75057;5,29519;10,5369;44,7477;-74,6763;137,552;10;1,3;Nodo 3;LG C
127,017;127,017;127,017;-4,07E-11;-120;120;4,40688;4,68303;6,46469;69,6875;-51,1522;160,048;20;0,7;Nodo 3;LG C
127,017;127,017;127,017;-5,64E-11;-120;120;4,5448;4,8251;7,00604;57,1658;-63,0376;153,108;20;1;Nodo 3;LG C
127,017;127,017;127,017;-8,87E-11;-120;120;4,87982;5,15622;7,6354;45,7764;-73,9111;147,169;20;1,3;Nodo 3;LG C
127,017;127,017;127,017;-4,07E-11;-120;120;4,50121;4,61277;5,16333;70,0201;-50,3133;175,589;50;0,7;Nodo 3;LG C
127,017;127,017;127,017;-5,64E-11;-120;120;4,63191;4,74508;5,50619;57,6897;-62,3879;165,638;50;1;Nodo 3;LG C
127,017;127,017;127,017;-8,87E-11;-120;120;4,95819;5,06973;5,99264;46,4149;-73,4539;156,99;50;1,3;Nodo 3;LG C
127,017;127,016;127,017;-4,07E-11;-120;120;111,454;107,82;4,56474;-26,264;152,292;-169,744;0;0,7;Nodo 3;LL AB
127,017;127,016;127,017;-5,64E-11;-120;120;111,944;107,692;4,69044;-26,407;152,56;178,05;0;1;Nodo 3;LL AB
127,017;127,016;127,017;-8,87E-11;-120;120;112,436;107,568;5,01075;-26,5509;152,831;166,849;0;1,3;Nodo 3;LL AB
127,017;127,016;127,017;-4,07E-11;-120;120;86,6597;82,3635;4,56474;-8,97968;169,974;-169,744;0,5;0,7;Nodo 3;LL AB
127,017;127,016;127,017;-5,64E-11;-120;120;87,1584;82,5086;4,69044;-9,2936;170,29;178,05;0,5;1;Nodo 3;LL AB
127,017;127,016;127,017;-8,87E-11;-120;120;87,661;82,6604;5,01075;-9,60754;170,607;166,849;0,5;1,3;Nodo 3;LL AB
127,017;127,017;127,017;-4,07E-11;-120;120;68,4323;63,9245;4,56474;1,50288;-179,12;-169,744;1;0,7;Nodo 3;LL AB
127,017;127,017;127,017;-5,64E-11;-120;120;68,9484;64,2646;4,69044;1,00465;-178,78;178,05;1;1;Nodo 3;LL AB
127,017;127,017;127,017;-8,87E-11;-120;120;69,4704;64,6122;5,01075;0,508671;-178,442;166,849;1;1,3;Nodo 3;LL AB
127,017;127,017;127,017;-4,07E-11;-120;120;47,2375;42,6788;4,56474;13,041;-166,661;-169,744;2;0,7;Nodo 3;LL AB
127,017;127,017;127,017;-5,64E-11;-120;120;47,7801;43,2469;4,69044;12,189;-166,293;178,05;2;1;Nodo 3;LL AB
127,017;127,017;127,017;-8,87E-11;-120;120;48,3334;43,823;5,01075;11,3479;-165,935;166,849;2;1,3;Nodo 3;LL AB
127,017;127,017;127,017;-4,07E-11;-120;120;24,9896;20,6472;4,56474;26,5229;-149,927;-169,744;5;0,7;Nodo 3;LL AB
127,017;127,017;127,017;-5,64E-11;-120;120;25,5396;21,4521;4,69044;24,7273;-149,639;178,05;5;1;Nodo 3;LL AB
127,017;127,017;127,017;-8,87E-11;-120;120;26,1136;22,2641;5,01075;22,9913;-149,381;166,849;5;1,3;Nodo 3;LL AB
127,017;127,017;127,017;-4,07E-11;-120;120;15,1671;11,2071;4,56474;35,4661;-134,543;-169,744;10;0,7;Nodo 3;LL AB
127,017;127,017;127,017;-5,64E-11;-120;120;15,6805;12,0983;4,69044;32,3533;-135,026;178,05;10;1;Nodo 3;LL AB
127,017;127,017;127,017;-8,87E-11;-120;120;16,2368;12,9962;5,01075;29,4156;-135,466;166,849;10;1,3;Nodo 3;LL AB
127,017;127,017;127,017;-4,07E-11;-120;120;9,81399;6,55124;4,56474;44,3086;-112,727;-169,744;20;0,7;Nodo 3;LL AB
127,017;127,017;127,017;-5,64E-11;-120;120;10,2553;7,40211;4,69044;39,254;-116,074;178,05;20;1;Nodo 3;LL AB
127,017;127,017;127,017;-8,87E-11;-120;120;10,7687;8,27737;5,01075;34,602;-118,775;166,849;20;1,3;Nodo 3;LL AB
127,017;127,017;127,017;-4,07E-11;-120;120;6,57212;4,64585;4,56474;55,2297;-80,7872;-169,744;50;0,7;Nodo 3;LL AB
127,017;127,017;127,017;-5,64E-11;-120;120;6,89344;5,22107;4,69044;47,2429;-89,9142;178,05;50;1;Nodo 3;LL AB
127,017;127,017;127,017;-8,87E-11;-120;120;7,33409;5,90269;5,01075;40,0227;-97,1729;166,849;50;1,3;Nodo 3;LL AB
127,017;127,017;127,016;-4,07E-11;-120;120;4,56474;111,454;107,82;70,2556;-146,264;32,2923;0;0,7;Nodo 3;LL BC
127,017;127,017;127,016;-5,64E-11;-120;120;4,69044;111,944;107,692;58,0495;-146,407;32,5598;0;1;Nodo 3;LL BC
127,017;127,017;127,016;-8,87E-11;-120;120;5,01075;112,436;107,568;46,8494;-146,551;32,8305;0;1,3;Nodo 3;LL BC
127,017;127,017;127,016;-4,07E-11;-120;120;4,56474;86,6597;82,3635;70,2556;-128,98;49,9741;0,5;0,7;Nodo 3;LL BC
127,017;127,017;127,016;-5,64E-11;-120;120;4,69044;87,1584;82,5086;58,0495;-129,294;50,2901;0,5;1;Nodo 3;LL BC
127,017;127,017;127,016;-8,87E-11;-120;120;5,01075;87,661;82,6604;46,8494;-129,608;50,6071;0,5;1,3;Nodo 3;LL BC
127,017;127,017;127,017;-4,07E-11;-120;120;4,56474;68,4323;63,9245;70,2556;-118,497;60,8803;1;0,7;Nodo 3;LL BC
127,017;127,017;127,017;-5,64E-11;-120;120;4,69044;68,9484;64,2646;58,0495;-118,995;61,2202;1;1;Nodo 3;LL BC
127,017;127,017;127,017;-8,87E-11;-120;120;5,01075;69,4704;64,6122;46,8494;-119,491;61,558;1;1,3;Nodo 3;LL BC
127,017;127,017;127,017;-4,07E-11;-120;120;4,56474;47,2375;42,6788;70,2556;-106,959;73,3388;2;0,7;Nodo 3;LL BC
127,017;127,017;127,017;-5,64E-11;-120;120;4,69044;47,7801;43,2469;58,0495;-107,811;73,7072;2;1;Nodo 3;LL BC
127,017;127,017;127,017;-8,87E-11;-120;120;5,01075;48,3334;43,823;46,8494;-108,652;74,0655;2;1,3;Nodo 3;LL BC
127,017;127,017;127,017;-4,07E-11;-120;120;4,56474;24,9896;20,6472;70,2556;-93,4771;90,0734;5;0,7;Nodo 3;LL BC
127,017;127,017;127,017;-5,64E-11;-120;120;4,69044;25,5396;21,4521;58,0495;-95,2727;90,3609;5;1;Nodo 3;LL BC
127,017;127,017;127,017;-8,87E-11;-120;120;5,01075;26,1136;22,2641;46,8494;-97,0087;90,6191;5;1,3;Nodo 3;LL BC
127,017;127,017;127,017;-4,07E-11;-120;120;4,56474;15,1671;11,2071;70,2556;-84,5339;105,457;10;0,7;Nodo 3;LL BC
127,017;127,017;127,017;-5,64E-11;-120;120;4,69044;15,6805;12,0983;58,0495;-87,6467;104,974;10;1;Nodo 3;LL BC
127,017;127,017;127,017;-8,87E-11;-120;120;5,01075;16,2368;12,9962;46,8494;-90,5844;104,534;10;1,3;Nodo 3;LL BC
127,017;127,017;127,017;-4,07E-11;-120;120;4,56474;9,81399;6,55124;70,2556;-75,6914;127,273;20;0,7;Nodo 3;LL BC
127,017;127,017;127,017;-5,64E-11;-120;120;4,69044;10,2553;7,40211;58,0495;-80,746;123,926;20;1;Nodo 3;LL BC
127,017;127,017;127,017;-8,87E-11;-120;120;5,01075;10,7687;8,27737;46,8494;-85,398;121,225;20;1,3;Nodo 3;LL BC
127,017;127,017;127,017;-4,07E-11;-120;120;4,56474;6,57212;4,64585;70,2556;-64,7703;159,213;50;0,7;Nodo 3;LL BC
127,017;127,017;127,017;-5,64E-11;-120;120;4,69044;6,89344;5,22107;58,0495;-72,7571;150,086;50;1;Nodo 3;LL BC
127,017;127,017;127,017;-8,87E-11;-120;120;5,01075;7,33409;5,90269;46,8494;-79,9773;142,827;50;1,3;Nodo 3;LL BC
127,016;127,017;127,017;-4,07E-11;-120;120;107,82;4,56474;111,454;-87,7077;-49,7444;93,736;0;0,7;Nodo 3;LL CA
127,016;127,017;127,017;-5,64E-11;-120;120;107,692;4,69044;111,944;-87,4402;-61,9505;93,593;0;1;Nodo 3;LL CA
127,016;127,017;127,017;-8,87E-11;-120;120;107,568;5,01075;112,436;-87,1695;-73,1506;93,4491;0;1,3;Nodo 3;LL CA
127,016;127,017;127,017;-4,07E-11;-120;120;82,3635;4,56474;86,6597;-70,0259;-49,7444;111,02;0,5;0,7;Nodo 3;LL CA
127,016;127,017;127,017;-5,64E-11;-120;120;82,5086;4,69044;87,1584;-69,7099;-61,9505;110,706;0,5;1;Nodo 3;LL CA
127,016;127,017;127,017;-8,87E-11;-120;120;82,6604;5,01075;87,661;-69,3929;-73,1506;110,392;0,5;1,3;Nodo 3;LL CA
127,017;127,017;127,017;-4,07E-11;-120;120;63,9245;4,56474;68,4323;-59,1197;-49,7444;121,503;1;0,7;Nodo 3;LL CA
127,017;127,017;127,017;-5,64E-11;-120;120;64,2646;4,69044;68,9484;-58,7798;-61,9505;121,005;1;1;Nodo 3;LL CA
127,017;127,017;127,017;-8,87E-11;-120;120;64,6122;5,01075;69,4704;-58,442;-73,1506;120,509;1;1,3;Nodo 3;LL CA
127,017;127,017;127,017;-4,07E-11;-120;120;42,6788;4,56474;47,2375;-46,6612;-49,7444;133,041;2;0,7;Nodo 3;LL CA
127,017;127,017;127,017;-5,64E-11;-120;120;43,2469;4,69044;47,7801;-46,2928;-61,9505;132,189;2;1;Nodo 3;LL CA
127,017;127,017;127,017;-8,87E-11;-120;120;43,823;5,01075;48,3334;-45,9345;-73,1506;131,348;2;1,3;Nodo 3;LL CA
127,017;127,017;127,017;-4,07E-11;-120;120;20,6472;4,56474;24,9896;-29,9266;-49,7444;146,523;5;0,7;Nodo 3;LL CA
127,017;127,017;127,017;-5,64E-11;-120;120;21,4521;4,69044;25,5396;-29,6391;-61,9505;144,727;5;1;Nodo 3;LL CA
127,017;127,017;127,017;-8,87E-11;-120;120;22,2641;5,01075;26,1136;-29,3809;-73,1506;142,991;5;1,3;Nodo 3;LL CA
127,017;127,017;127,017;-4,07E-11;-120;120;11,2071;4,56474;15,1671;-14,5431;-49,7444;155,466;10;0,7;Nodo 3;LL CA
127,017;127,017;127,017;-5,64E-11;-120;120;12,0983;4,69044;15,6805;-15,0259;-61,9505;152,353;10;1;Nodo 3;LL CA
127,017;127,017;127,017;-8,87E-11;-120;120;12,9962;5,01075;16,2368;-15,4664;-73,1506;149,416;10;1,3;Nodo 3;LL CA
127,017;127,017;127,017;-4,07E-11;-120;120;6,55124;4,56474;9,81399;7,27347;-49,7444;164,309;20;0,7;Nodo 3;LL CA
