Va;Vb;Vc;phi_Va;phi_Vb;phi_Vc;Ia;Ib;Ic;phi_Ia;phi_Ib;phi_Ic;RF;Factor_Carga;Nodo_Falla;Tipo_Falla
127,017;127,017;127,017;-8,87E-11;-120;120;13,1774;4,72501;5,40516;17,8981;-76,5985;165,654;10;1,3;Nodo 2;LG A
127,017;127,017;127,017;-4,07E-11;-120;120;7,66696;4,37324;4,73384;36,5991;-50,8232;-171,262;20;0,7;Nodo 2;LG A
127,017;127,017;127,017;-5,64E-11;-120;120;8,25393;4,52077;4,87843;30,924;-63,4371;176,997;20;1;Nodo 2;LG A
127,017;127,017;127,017;-8,87E-11;-120;120;8,91157;4,86638;5,20955;25,9858;-74,8538;166,249;20;1,3;Nodo 2;LG A
127,017;127,017;127,017;-4,07E-11;-120;120;5,5719;4,48788;4,63258;52,4773;-50,1731;-170,361;50;0,7;Nodo 2;LG A
127,017;127,017;127,017;-5,64E-11;-120;120;5,9598;4,62226;4,76597;43,4327;-62,54;177,623;50;1;Nodo 2;LG A
127,017;127,017;127,017;-8,87E-11;-120;120;6,47584;4,95265;5,09065;35,5801;-73,8271;166,609;50;1,3;Nodo 2;LG A
127,017;127,015;127,017;-4,07E-11;-120;120;16,3424;355,939;12,8642;-10,3239;-175,871;-38,6693;0;0,7;Nodo 2;LG B
127,017;127,015;127,017;-5,64E-11;-120;120;17,1486;355,939;12,0548;-11,5286;-175,871;-36,9569;0;1;Nodo 2;LG B
127,017;127,015;127,017;-8,87E-11;-120;120;17,9656;355,939;11,2543;-12,6458;-175,871;-34,9598;0;1,3;Nodo 2;LG B
127,017;127,017;127,017;-4,07E-11;-120;120;9,64008;139,848;1,78749;37,3997;-133,866;24,668;0,5;0,7;Nodo 2;LG B
127,017;127,017;127,017;-5,64E-11;-120;120;10,1481;140,379;2,13443;32,3267;-134,011;48,8182;0,5;1;Nodo 2;LG B
127,017;127,017;127,017;-8,87E-11;-120;120;10,7274;140,912;2,74572;27,7219;-134,156;64,3215;0,5;1,3;Nodo 2;LG B
127,017;127,017;127,017;-4,07E-11;-120;120;7,53788;81,9926;1,26875;49,2755;-124,154;151,595;1;0,7;Nodo 2;LG B
127,017;127,017;127,017;-5,64E-11;-120;120;7,91648;82,6763;2,0018;42,311;-124,444;131,086;1;1;Nodo 2;LG B
127,017;127,017;127,017;-8,87E-11;-120;120;8,39931;83,3647;2,85475;36,0038;-124,733;121,968;1;1,3;Nodo 2;LG B
127,017;127,017;127,017;-4,07E-11;-120;120;6,16523;45,0771;2,75707;57,8682;-116,471;177,676;2;0,7;Nodo 2;LG B
127,017;127,017;127,017;-5,64E-11;-120;120;6,44287;45,8436;3,12985;49,0746;-117,053;160,442;2;1;Nodo 2;LG B
127,017;127,017;127,017;-8,87E-11;-120;120;6,85626;46,6176;3,71812;41,101;-117,625;147,612;2;1,3;Nodo 2;LG B
127,017;127,017;127,017;-4,07E-11;-120;120;5,23015;20,2322;3,81219;64,6286;-106,333;-174,228;5;0,7;Nodo 2;LG B
127,017;127,017;127,017;-5,64E-11;-120;120;5,42555;21,0095;4,02826;54,0836;-107,866;171,811;5;1;Nodo 2;LG B
127,017;127,017;127,017;-8,87E-11;-120;120;5,78682;21,8035;4,4518;44,4791;-109,311;159,777;5;1,3;Nodo 2;LG B
127,017;127,017;127,017;-4,07E-11;-120;120;4,9012;11,716;4,18394;67,2999;-96,1313;-171,927;10;0,7;Nodo 2;LG B
127,017;127,017;127,017;-5,64E-11;-120;120;5,06363;12,4292;4,35378;55,988;-99,2718;175,031;10;1;Nodo 2;LG B
127,017;127,017;127,017;-8,87E-11;-120;120;5,40516;13,1774;4,72501;45,6538;-102,102;163,401;10;1,3;Nodo 2;LG B
127,017;127,017;127,017;-4,07E-11;-120;120;4,73384;7,66696;4,37324;68,7384;-83,4009;-170,823;20;0,7;Nodo 2;LG B
127,017;127,017;127,017;-5,64E-11;-120;120;4,87843;8,25393;4,52077;56,9971;-89,076;176,563;20;1;Nodo 2;LG B
127,017;127,017;127,017;-8,87E-11;-120;120;5,20955;8,91157;4,86638;46,2492;-94,0142;165,146;20;1,3;Nodo 2;LG B
127,017;127,017;127,017;-4,07E-11;-120;120;4,63258;5,5719;4,48788;69,6387;-67,5227;-170,173;50;0,7;Nodo 2;LG B
127,017;127,017;127,017;-5,64E-11;-120;120;4,76597;5,9598;4,62226;57,623;-76,5673;177,46;50;1;Nodo 2;LG B
127,017;127,017;127,017;-8,87E-11;-120;120;5,09065;6,47584;4,95265;46,6088;-84,4199;166,173;50;1,3;Nodo 2;LG B
127,017;127,017;127,015;-4,07E-11;-120;120;12,8642;16,3424;355,939;-158,669;-130,324;64,1292;0;0,7;Nodo 2;LG C
127,017;127,017;127,015;-5,64E-11;-120;120;12,0548;17,1486;355,939;-156,957;-131,529;64,1292;0;1;Nodo 2;LG C
127,017;127,017;127,015;-8,87E-11;-120;120;11,2543;17,9656;355,939;-154,96;-132,646;64,1292;0;1,3;Nodo 2;LG C
127,017;127,017;127,017;-4,07E-11;-120;120;1,78749;9,64008;139,848;-95,332;-82,6003;106,134;0,5;0,7;Nodo 2;LG C
127,017;127,017;127,017;-5,64E-11;-120;120;2,13443;10,1481;140,379;-71,1818;-87,6733;105,989;0,5;1;Nodo 2;LG C
127,017;127,017;127,017;-8,87E-11;-120;120;2,74572;10,7274;140,912;-55,6785;-92,2781;105,844;0,5;1,3;Nodo 2;LG C
127,017;127,017;127,017;-4,07E-11;-120;120;1,26875;7,53788;81,9926;31,5953;-70,7245;115,846;1;0,7;Nodo 2;LG C
127,017;127,017;127,017;-5,64E-11;-120;120;2,0018;7,91648;82,6763;11,0865;-77,689;115,556;1;1;Nodo 2;LG C
127,017;127,017;127,017;-8,87E-11;-120;120;2,85475;8,39931;83,3647;1,96784;-83,9962;115,267;1;1,3;Nodo 2;LG C
127,017;127,017;127,017;-4,07E-11;-120;120;2,75707;6,16523;45,0771;57,676;-62,1318;123,529;2;0,7;Nodo 2;LG C
127,017;127,017;127,017;-5,64E-11;-120;120;3,12985;6,44287;45,8436;40,4416;-70,9254;122,947;2;1;Nodo 2;LG C
127,017;127,017;127,017;-8,87E-11;-120;120;3,71812;6,85626;46,6176;27,6123;-78,899;122,375;2;1,3;Nodo 2;LG C
127,017;127,017;127,017;-4,07E-11;-120;120;3,81219;5,23015;20,2322;65,7719;-55,3714;133,667;5;0,7;Nodo 2;LG C
127,017;127,017;127,017;-5,64E-11;-120;120;4,02826;5,42555;21,0095;51,8109;-65,9164;132,134;5;1;Nodo 2;LG C
127,017;127,017;127,017;-8,87E-11;-120;120;4,4518;5,78682;21,8035;39,7766;-75,5209;130,689;5;1,3;Nodo 2;LG C
127,017;127,017;127,017;-4,07E-11;-120;120;4,18394;4,9012;11,716;68,0727;-52,7001;143,869;10;0,7;Nodo 2;LG C
127,017;127,017;127,017;-5,64E-11;-120;120;4,35378;5,06363;12,4292;55,0308;-64,012;140,728;10;1;Nodo 2;LG C
127,017;127,017;127,017;-8,87E-11;-120;120;4,72501;5,40516;13,1774;43,4015;-74,3462;137,898;10;1,3;Nodo 2;LG C
127,017;127,017;127,017;-4,07E-11;-120;120;4,37324;4,73384;7,66696;69,1768;-51,2616;156,599;20;0,7;Nodo 2;LG C
127,017;127,017;127,017;-5,64E-11;-120;120;4,52077;4,87843;8,25393;56,5629;-63,0029;150,924;20;1;Nodo 2;LG C
127,017;127,017;127,017;-8,87E-11;-120;120;4,86638;5,20955;8,91157;45,1462;-73,7508;145,986;20;1,3;Nodo 2;LG C
127,017;127,017;127,017;-4,07E-11;-120;120;4,48788;4,63258;5,5719;69,8269;-50,3613;172,477;50;0,7;Nodo 2;LG C
127,017;127,017;127,017;-5,64E-11;-120;120;4,62226;4,76597;5,9598;57,46;-62,377;163,433;50;1;Nodo 2;LG C
127,017;127,017;127,017;-8,87E-11;-120;120;4,95265;5,09065;6,47584;46,1729;-73,3912;155,58;50;1,3;Nodo 2;LG C
127,016;127,015;127,017;-4,07E-11;-120;120;310,098;306,411;4,56474;-25,6221;153,878;-169,744;0;0,7;Nodo 2;LL AB
127,016;127,015;127,017;-5,64E-11;-120;120;310,397;306,11;4,69044;-25,6952;153,951;178,05;0;1;Nodo 2;LL AB
127,016;127,015;127,017;-8,87E-11;-120;120;310,696;305,809;5,01075;-25,769;154,026;166,849;0;1,3;Nodo 2;LL AB
127,017;127,016;127,017;-4,07E-11;-120;120;187,099;182,569;4,56474;3,24218;-176,933;-169,744;0,5;0,7;Nodo 2;LL AB
127,017;127,016;127,017;-5,64E-11;-120;120;187,393;182,721;4,69044;3,0266;-176,846;178,05;0,5;1;Nodo 2;LL AB
127,017;127,016;127,017;-8,87E-11;-120;120;187,689;182,877;5,01075;2,80973;-176,759;166,849;0,5;1,3;Nodo 2;LL AB
127,017;127,016;127,017;-4,07E-11;-120;120;125,919;121,368;4,56474;14,5872;-165,25;-169,744;1;0,7;Nodo 2;LL AB
127,017;127,016;127,017;-5,64E-11;-120;120;126,293;121,795;4,69044;14,2218;-165,164;178,05;1;1;Nodo 2;LL AB
127,017;127,016;127,017;-8,87E-11;-120;120;126,67;122,227;5,01075;13,8553;-165,078;166,849;1;1,3;Nodo 2;LL AB
127,017;127,017;127,017;-4,07E-11;-120;120;75,1928;70,7654;4,56474;23,9173;-155,21;-169,744;2;0,7;Nodo 2;LL AB
127,017;127,017;127,017;-5,64E-11;-120;120;75,6473;71,4322;4,69044;23,2785;-155,118;178,05;2;1;Nodo 2;LL AB
127,017;127,017;127,017;-8,87E-11;-120;120;76,1098;72,1049;5,01075;22,6413;-155,029;166,849;2;1,3;Nodo 2;LL AB
127,017;127,017;127,017;-4,07E-11;-120;120;35,1264;30,9606;4,56474;32,8181;-143,939;-169,744;5;0,7;Nodo 2;LL AB
127,017;127,017;127,017;-5,64E-11;-120;120;35,6268;31,8157;4,69044;31,4435;-143,902;178,05;5;1;Nodo 2;LL AB
127,017;127,017;127,017;-8,87E-11;-120;120;36,1462;32,677;5,01075;30,094;-143,876;166,849;5;1,3;Nodo 2;LL AB
127,017;127,017;127,017;-4,07E-11;-120;120;19,9938;16,1258;4,56474;38,667;-133,593;-169,744;10;0,7;Nodo 2;LL AB
127,017;127,017;127,017;-5,64E-11;-120;120;20,4801;17,0412;4,69044;36,2242;-133,981;178,05;10;1;Nodo 2;LL AB
127,017;127,017;127,017;-8,87E-11;-120;120;21,0009;17,9632;5,01075;33,8745;-134,349;166,849;10;1,3;Nodo 2;LL AB
127,017;127,017;127,017;-4,07E-11;-120;120;12,158;8,80609;4,56474;45,0903;-117,687;-169,744;20;0,7;Nodo 2;LL AB
127,017;127,017;127,017;-5,64E-11;-120;120;12,5937;9,69947;4,69044;40,965;-119,81;178,05;20;1;Nodo 2;LL AB
127,017;127,017;127,017;-8,87E-11;-120;120;13,0889;10,6087;5,01075;37,0949;-121,613;166,849;20;1,3;Nodo 2;LL AB
127,017;127,017;127,017;-4,07E-11;-120;120;7,47685;5,26415;4,56474;54,3439;-88,5478;-169,744;50;0,7;Nodo 2;LL AB
127,017;127,017;127,017;-5,64E-11;-120;120;7,81043;5,93392;4,69044;47,3359;-95,8557;178,05;50;1;Nodo 2;LL AB
127,017;127,017;127,017;-8,87E-11;-120;120;8,24888;6,68214;5,01075;40,9259;-101,683;166,849;50;1,3;Nodo 2;LL AB
127,017;127,016;127,015;-4,07E-11;-120;120;4,56474;310,098;306,411;70,2556;-145,622;33,8776;0;0,7;Nodo 2;LL BC
127,017;127,016;127,015;-5,64E-11;-120;120;4,69044;310,397;306,11;58,0495;-145,695;33,9512;0;1;Nodo 2;LL BC
127,017;127,016;127,015;-8,87E-11;-120;120;5,01075;310,696;305,809;46,8494;-145,769;34,0259;0;1,3;Nodo 2;LL BC
127,017;127,017;127,016;-4,07E-11;-120;120;4,56474;187,099;182,569;70,2556;-116,758;63,0673;0,5;0,7;Nodo 2;LL BC
127,017;127,017;127,016;-5,64E-11;-120;120;4,69044;187,393;182,721;58,0495;-116,973;63,1542;0,5;1;Nodo 2;LL BC
127,017;127,017;127,016;-8,87E-11;-120;120;5,01075;187,689;182,877;46,8494;-117,19;63,2414;0,5;1,3;Nodo 2;LL BC
127,017;127,017;127,016;-4,07E-11;-120;120;4,56474;125,919;121,368;70,2556;-105,413;74,7499;1;0,7;Nodo 2;LL BC
127,017;127,017;127,016;-5,64E-11;-120;120;4,69044;126,293;121,795;58,0495;-105,778;74,8364;1;1;Nodo 2;LL BC
127,017;127,017;127,016;-8,87E-11;-120;120;5,01075;126,67;122,227;46,8494;-106,145;74,9219;1;1,3;Nodo 2;LL BC
127,017;127,017;127,017;-4,07E-11;-120;120;4,56474;75,1928;70,7654;70,2556;-96,0827;84,7903;2;0,7;Nodo 2;LL BC
127,017;127,017;127,017;-5,64E-11;-120;120;4,69044;75,6473;71,4322;58,0495;-96,7215;84,8823;2;1;Nodo 2;LL BC
127,017;127,017;127,017;-8,87E-11;-120;120;5,01075;76,1098;72,1049;46,8494;-97,3587;84,9706;2;1,3;Nodo 2;LL BC
127,017;127,017;127,017;-4,07E-11;-120;120;4,56474;35,1264;30,9606;70,2556;-87,1819;96,0611;5;0,7;Nodo 2;LL BC
127,017;127,017;127,017;-5,64E-11;-120;120;4,69044;35,6268;31,8157;58,0495;-88,5565;96,0977;5;1;Nodo 2;LL BC
127,017;127,017;127,017;-8,87E-11;-120;120;5,01075;36,1462;32,677;46,8494;-89,906;96,1244;5;1,3;Nodo 2;LL BC
127,017;127,017;127,017;-4,07E-11;-120;120;4,56474;19,9938;16,1258;70,2556;-81,333;106,407;10;0,7;Nodo 2;LL BC
127,017;127,017;127,017;-5,64E-11;-120;120;4,69044;20,4801;17,0412;58,0495;-83,7758;106,019;10;1;Nodo 2;LL BC
127,017;127,017;127,017;-8,87E-11;-120;120;5,01075;21,0009;17,9632;46,8494;-86,1255;105,651;10;1,3;Nodo 2;LL BC
127,017;127,017;127,017;-4,07E-11;-120;120;4,56474;12,158;8,80609;70,2556;-74,9097;122,313;20;0,7;Nodo 2;LL BC
127,017;127,017;127,017;-5,64E-11;-120;120;4,69044;12,5937;9,69947;58,0495;-79,035;120,19;20;1;Nodo 2;LL BC
127,017;127,017;127,017;-8,87E-11;-120;120;5,01075;13,0889;10,6087;46,8494;-82,9051;118,387;20;1,3;Nodo 2;LL BC
127,017;127,017;127,017;-4,07E-11;-120;120;4,56474;7,47685;5,26415;70,2556;-65,6561;151,452;50;0,7;Nodo 2;LL BC
127,017;127,017;127,017;-5,64E-11;-120;120;4,69044;7,81043;5,93392;58,0495;-72,6641;144,144;50;1;Nodo 2;LL BC
127,017;127,017;127,017;-8,87E-11;-120;120;5,01075;8,24888;6,68214;46,8494;-79,0741;138,317;50;1,3;Nodo 2;LL BC
127,015;127,017;127,016;-4,07E-11;-120;120;306,411;4,56474;310,098;-86,1224;-49,7444;94,3779;0;0,7;Nodo 2;LL CA
127,015;127,017;127,016;-5,64E-11;-120;120;306,11;4,69044;310,397;-86,0488;-61,9505;94,3048;0;1;Nodo 2;LL CA
127,015;127,017;127,016;-8,87E-11;-120;120;305,809;5,01075;310,696;-85,9741;-73,1506;94,231;0;1,3;Nodo 2;LL CA
127,016;127,017;127,017;-4,07E-11;-120;120;182,569;4,56474;187,099;-56,9327;-49,7444;123,242;0,5;0,7;Nodo 2;LL CA
127,016;127,017;127,017;-5,64E-11;-120;120;182,721;4,69044;187,393;-56,8458;-61,9505;123,027;0,5;1;Nodo 2;LL CA
127,016;127,017;127,017;-8,87E-11;-120;120;182,877;5,01075;187,689;-56,7586;-73,1506;122,81;0,5;1,3;Nodo 2;LL CA
127,016;127,017;127,017;-4,07E-11;-120;120;121,368;4,56474;125,919;-45,2501;-49,7444;134,587;1;0,7;Nodo 2;LL CA
127,016;127,017;127,017;-5,64E-11;-120;120;121,795;4,69044;126,293;-45,1636;-61,9505;134,222;1;1;Nodo 2;LL CA
127,016;127,017;127,017;-8,87E-11;-120;120;122,227;5,01075;126,67;-45,0781;-73,1506;133,855;1;1,3;Nodo 2;LL CA
127,017;127,017;127,017;-4,07E-11;-120;120;70,7654;4,56474;75,1928;-35,2097;-49,7444;143,917;2;0,7;Nodo 2;LL CA
127,017;127,017;127,017;-5,64E-11;-120;120;71,4322;4,69044;75,6473;-35,1177;-61,9505;143,279;2;1;Nodo 2;LL CA
127,017;127,017;127,017;-8,87E-11;-120;120;72,1049;5,01075;76,1098;-35,0294;-73,1506;142,641;2;1,3;Nodo 2;LL CA
127,017;127,017;127,017;-4,07E-11;-120;120;30,9606;4,56474;35,1264;-23,9389;-49,7444;152,818;5;0,7;Nodo 2;LL CA
127,017;127,017;127,017;-5,64E-11;-120;120;31,8157;4,69044;35,6268;-23,9023;-61,9505;151,444;5;1;Nodo 2;LL CA
127,017;127,017;127,017;-8,87E-11;-120;120;32,677;5,01075;36,1462;-23,8756;-73,1506;150,094;5;1,3;Nodo 2;LL CA
127,017;127,017;127,017;-4,07E-11;-120;120;16,1258;4,56474;19,9938;-13,5926;-49,7444;158,667;10;0,7;Nodo 2;LL CA
127,017;127,017;127,017;-5,64E-11;-120;120;17,0412;4,69044;20,4801;-13,9813;-61,9505;156,224;10;1;Nodo 2;LL CA
127,017;127,017;127,017;-8,87E-11;-120;120;17,9632;5,01075;21,0009;-14,3493;-73,1506;153,874;10;1,3;Nodo 2;LL CA
127,017;127,017;127,017;-4,07E-11;-120;120;8,80609;4,56474;12,158;2,31347;-49,7444;165,09;20;0,7;Nodo 2;LL CA
127,017;127,017;127,017;-5,64E-11;-120;120;9,69947;4,69044;12,5937;0,189881;-61,9505;160,965;20;1;Nodo 2;LL CA
127,017;127,017;127,017;-8,87E-11;-120;120;10,6087;5,01075;13,0889;-1,61321;-73,1506;157,095;20;1,3;Nodo 2;LL CA
127,017;127,017;127,017;-4,07E-11;-120;120;5,26415;4,56474;7,47685;31,4522;-49,7444;174,344;50;0,7;Nodo 2;LL CA
127,017;127,017;127,017;-5,64E-11;-120;120;5,93392;4,69044;7,81043;24,1443;-61,9505;167,336;50;1;Nodo 2;LL CA
127,017;127,017;127,017;-8,87E-11;-120;120;6,68214;5,01075;8,24888;18,3166;-73,1506;160,926;50;1,3;Nodo 2;LL CA
127,017;127,015;127,015;-4,07E-11;-120;120;12,7714;355,939;355,939;-80,095;-175,871;64,1292;0;0,7;Nodo 2;LLG ABG
127,017;127,015;127,015;-5,64E-11;-120;120;13,0981;355,939;355,939;-77,4081;-175,871;64,1292;0;1;Nodo 2;LLG ABG
127,017;127,015;127,015;-8,87E-11;-120;120;13,458;355,939;355,939;-74,8451;-175,871;64,1292;0;1,3;Nodo 2;LLG ABG
127,017;127,017;127,017;-4,07E-11;-120;120;6,04968;144,469;138,111;-2,70451;-133,571;104,331;0,5;0,7;Nodo 2;LLG ABG
127,017;127,017;127,017;-5,64E-11;-120;120;6,90095;144,974;138,596;-5,32105;-133,743;104,217;0,5;1;Nodo 2;LLG ABG
127,017;127,017;127,017;-8,87E-11;-120;120;7,76832;145,482;139,085;-7,40669;-133,915;104,102;0,5;1,3;Nodo 2;LLG ABG
127,017;127,017;127,017;-4,07E-11;-120;120;4,94613;85,0339;81,2293;24,7331;-123,568;113,68;1;0,7;Nodo 2;LLG ABG
127,017;127,017;127,017;-5,64E-11;-120;120;5,64077;85,7031;81,8838;17,7702;-123,889;113,432;1;1;Nodo 2;LLG ABG
127,017;127,017;127,017;-8,87E-11;-120;120;6,40265;86,3772;82,5429;12,3222;-124,21;113,183;1;1,3;Nodo 2;LLG ABG
127,017;127,017;127,017;-4,07E-11;-120;120;4,57853;46,816;44,735;45,2739;-115,755;121,224;2;0,7;Nodo 2;LLG ABG
127,017;127,017;127,017;-5,64E-11;-120;120;5,05693;47,5724;45,4918;35,2234;-116,367;120,702;2;1;Nodo 2;LLG ABG
127,017;127,017;127,017;-8,87E-11;-120;120;5,66283;48,3365;46,2555;27,0226;-116,969;120,188;2;1,3;Nodo 2;LLG ABG
127,017;127,017;127,017;-4,07E-11;-120;120;4,51508;21,002;20,0435;59,8871;-105,754;131,457;5;0,7;Nodo 2;LLG ABG
127,017;127,017;127,017;-5,64E-11;-120;120;4,79712;21,7712;20,8294;48,2726;-107,292;130,019;5;1;Nodo 2;LLG ABG
127,017;127,017;127,017;-8,87E-11;-120;120;5,24981;22,5574;21,6304;38,2067;-108,745;128,665;5;1,3;Nodo 2;LLG ABG
127,017;127,017;127,017;-4,07E-11;-120;120;4,52984;12,1223;11,5659;65,0303;-95,872;141,989;10;0,7;Nodo 2;LLG ABG
127,017;127,017;127,017;-5,64E-11;-120;120;4,73584;12,83;12,2943;53,0608;-98,9607;138,948;10;1;Nodo 2;LLG ABG
127,017;127,017;127,017;-8,87E-11;-120;120;5,12543;13,5727;13,0557;42,4036;-101,756;136,216;10;1,3;Nodo 2;LLG ABG
127,017;127,017;127,017;-4,07E-11;-120;120;4,54471;7,87423;7,55321;67,635;-83,5007;155,29;20;0,7;Nodo 2;LLG ABG
127,017;127,017;127,017;-5,64E-11;-120;120;4,71103;8,45998;8,15554;55,5312;-89,0536;149,659;20;1;Nodo 2;LLG ABG
127,017;127,017;127,017;-8,87E-11;-120;120;5,06675;9,11531;8,82648;44,5951;-93,9051;144,784;20;1,3;Nodo 2;LLG ABG
127,017;127,017;127,017;-4,07E-11;-120;120;4,5561;5,6512;5,50902;69,2058;-67,7979;171,905;50;0,7;Nodo 2;LLG ABG
127,017;127,017;127,017;-5,64E-11;-120;120;4,69816;6,04144;5,90577;57,0367;-76,7154;162,823;50;1;Nodo 2;LLG ABG
127,017;127,017;127,017;-8,87E-11;-120;120;5,03281;6,55809;6,43011;45,9401;-84,4697;154,971;50;1,3;Nodo 2;LLG ABG
127,017;127,015;127,015;-4,07E-11;-120;120;12,7714;355,939;355,939;-80,095;-175,871;64,1292;0;0,7;Nodo 2;LLG BCG
127,017;127,015;127,015;-5,64E-11;-120;120;13,0981;355,939;355,939;-77,4081;-175,871;64,1292;0;1;Nodo 2;LLG BCG
127,017;127,015;127,015;-8,87E-11;-120;120;13,458;355,939;355,939;-74,8451;-175,871;64,1292;0;1,3;Nodo 2;LLG BCG
127,017;127,017;127,017;-4,07E-11;-120;120;6,04968;144,469;138,111;-2,70451;-133,571;104,331;0,5;0,7;Nodo 2;LLG BCG
127,017;127,017;127,017;-5,64E-11;-120;120;6,90095;144,974;138,596;-5,32105;-133,743;104,217;0,5;1;Nodo 2;LLG BCG
127,017;127,017;127,017;-8,87E-11;-120;120;7,76832;145,482;139,085;-7,40669;-133,915;104,102;0,5;1,3;Nodo 2;LLG BCG
127,017;127,017;127,017;-4,07E-11;-120;120;4,94613;85,0339;81,2293;24,7331;-123,568;113,68;1;0,7;Nodo 2;LLG BCG
127,017;127,017;127,017;-5,64E-11;-120;120;5,64077;85,7031;81,8838;17,7702;-123,889;113,432;1;1;Nodo 2;LLG BCG
127,017;127,017;127,017;-8,87E-11;-120;120;6,40265;86,3772;82,5429;12,3222;-124,21;113,183;1;1,3;Nodo 2;LLG BCG
127,017;127,017;127,017;-4,07E-11;-120;120;4,57853;46,816;44,735;45,2739;-115,755;121,224;2;0,7;Nodo 2;LLG BCG
127,017;127,017;127,017;-5,64E-11;-120;120;5,05693;47,5724;45,4918;35,2234;-116,367;120,702;2;1;Nodo 2;LLG BCG
127,017;127,017;127,017;-8,87E-11;-120;120;5,66283;48,3365;46,2555;27,0226;-116,969;120,188;2;1,3;Nodo 2;LLG BCG
127,017;127,017;127,017;-4,07E-11;-120;120;4,51508;21,002;20,0435;59,8871;-105,754;131,457;5;0,7;Nodo 2;LLG BCG
127,017;127,017;127,017;-5,64E-11;-120;120;4,79712;21,7712;20,8294;48,2726;-107,292;130,019;5;1;Nodo 2;LLG BCG
127,017;127,017;127,017;-8,87E-11;-120;120;5,24981;22,5574;21,6304;38,2067;-108,745;128,665;5;1,3;Nodo 2;LLG BCG
127,017;127,017;127,017;-4,07E-11;-120;120;4,52984;12,1223;11,5659;65,0303;-95,872;141,989;10;0,7;Nodo 2;LLG BCG
127,017;127,017;127,017;-5,64E-11;-120;120;4,73584;12,83;12,2943;53,0608;-98,9607;138,948;10;1;Nodo 2;LLG BCG
127,017;127,017;127,017;-8,87E-11;-120;120;5,12543;13,5727;13,0557;42,4036;-101,756;136,216;10;1,3;Nodo 2;LLG BCG
127,017;127,017;127,017;-4,07E-11;-120;120;4,54471;7,87423;7,55321;67,635;-83,5007;155,29;20;0,7;Nodo 2;LLG BCG
127,017;127,017;127,017;-5,64E-11;-120;120;4,71103;8,45998;8,15554;55,5312;-89,0536;149,659;20;1;Nodo 2;LLG BCG
127,017;127,017;127,017;-8,87E-11;-120;120;5,06675;9,11531;8,82648;44,5951;-93,9051;144,784;20;1,3;Nodo 2;LLG BCG
127,017;127,017;127,017;-4,07E-11;-120;120;4,5561;5,6512;5,50902;69,2058;-67,7979;171,905;50;0,7;Nodo 2;LLG BCG
127,017;127,017;127,017;-5,64E-11;-120;120;4,69816;6,04144;5,90577;57,0367;-76,7154;162,823;50;1;Nodo 2;LLG BCG
