mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_max_depth;param_max_features;param_min_samples_leaf;param_min_samples_split;param_n_estimators;params;mean_test_score;std_test_score;rank_test_score
4,503451204299926;0,2586973915404144;0,2943690299987793;0,05101588642301558;5;sqrt;1;2;100;{'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};1,0;0,0;1
5,098811388015747;0,24739811827901148;0,3333643913269043;0,06236668273561225;20;sqrt;4;5;100;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100};1,0;0,0;1
23,91046643257141;0,6880640319155084;1,113984727859497;0,07464934158116208;20;sqrt;4;2;500;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500};1,0;0,0;1
13,8658456325531;0,45675185164137894;0,7049507141113281;0,01681988884129258;20;sqrt;4;2;300;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300};1,0;0,0;1
9,573849201202393;0,326845442192168;0,5421698093414307;0,06006573510425205;20;sqrt;4;2;200;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200};1,0;0,0;1
5,155910062789917;0,2441015062622803;0,367216682434082;0,05450499782232213;20;sqrt;4;2;100;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100};1,0;0,0;1
23,811046171188355;0,7270568112291739;1,0867709636688232;0,058663212080041924;20;sqrt;2;10;500;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500};1,0;0,0;1
14,139323139190674;0,6158223096584343;0,7103821277618408;0,02333626670680065;20;sqrt;2;10;300;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 300};1,0;0,0;1
9,458901405334473;0,5114560558597012;0,4808053016662598;0,008463860152607212;20;sqrt;2;10;200;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200};1,0;0,0;1
9,45717420578003;0,421911415060243;0,49866762161254885;0,01736067751204922;20;sqrt;4;5;200;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200};1,0;0,0;1
5,151501417160034;0,1209315374692814;0,3308116912841797;0,06094499492670872;20;sqrt;2;10;100;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100};1,0;0,0;1
13,844603776931763;0,39577860941612686;0,7040560245513916;0,02387847768014148;20;sqrt;2;5;300;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300};1,0;0,0;1
9,722021055221557;0,6365482074968609;0,4830428123474121;0,03452567215353323;20;sqrt;2;5;200;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200};1,0;0,0;1
5,120588588714599;0,08584925413741638;0,30622210502624514;0,06493495566328752;20;sqrt;2;5;100;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100};1,0;0,0;1
24,046592569351198;0,9882753196337243;1,0428537845611572;0,04435647265960873;20;sqrt;2;2;500;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500};1,0;0,0;1
13,687459325790405;0,32761481249036895;0,7337749481201172;0,06093785124248341;20;sqrt;2;2;300;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300};1,0;0,0;1
9,537266111373901;0,6289809823589524;0,5313996315002442;0,06328888407698845;20;sqrt;2;2;200;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200};1,0;0,0;1
5,07468957901001;0,1339633348175024;0,3481241226196289;0,06605615647997634;20;sqrt;2;2;100;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100};1,0;0,0;1
24,02872724533081;0,8037438661503041;1,0686887741088866;0,04502435163278262;20;sqrt;1;10;500;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500};1,0;0,0;1
23,98196930885315;0,8472787858280958;1,0646499156951905;0,06331571123802311;20;sqrt;2;5;500;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500};1,0;0,0;1
13,808157062530517;0,42837879709810817;0,7124677181243897;0,05078157437893013;20;sqrt;4;5;300;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 300};1,0;0,0;1
23,982465171813963;0,598245959330706;1,107588815689087;0,09730572493367781;20;sqrt;4;5;500;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500};1,0;0,0;1
5,116552686691284;0,08669032447617524;0,35004138946533203;0,05117024568666832;20;sqrt;4;10;100;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100};1,0;0,0;1
23,73161382675171;0,7077408797366467;1,085913610458374;0,05673634286751717;20;log2;2;2;500;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500};1,0;0,0;1
13,996654510498047;0,6311048175510626;0,6854842185974122;0,05351389474225526;20;log2;2;2;300;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300};1,0;0,0;1
9,567927503585816;0,43951516686794573;0,5121511459350586;0,031074547930653642;20;log2;2;2;200;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200};1,0;0,0;1
4,979673099517822;0,20698769811439344;0,31523904800415037;0,025936047285651687;20;log2;2;2;100;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100};1,0;0,0;1
24,182457876205444;0,6058117165507695;1,0601115226745605;0,10802628329734096;20;log2;1;10;500;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500};1,0;0,0;1
13,82604260444641;0,5139775853535914;0,7235920906066895;0,049973338282054414;20;log2;1;10;300;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300};1,0;0,0;1
9,56672968864441;0,39828115170189116;0,5099323749542236;0,05130440441100223;20;log2;1;10;200;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200};1,0;0,0;1
5,179188585281372;0,23512347129493405;0,2829864978790283;0,004818105347706788;20;log2;1;10;100;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100};1,0;0,0;1
24,04903268814087;0,6690197330448631;1,0724360466003418;0,06734661546138772;20;log2;1;5;500;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500};1,0;0,0;1
13,754214191436768;0,2971134579236286;0,6953867435455322;0,006081757135402745;20;log2;1;5;300;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300};1,0;0,0;1
9,63667826652527;0,48907102071455816;0,5191656589508057;0,054011405302468445;20;log2;1;5;200;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200};1,0;0,0;1
5,084165000915528;0,11122531047304458;0,3491970539093018;0,04586805270401675;20;log2;1;5;100;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100};1,0;0,0;1
24,152890777587892;0,6161811171238607;1,0436045169830321;0,049934591745392255;20;log2;1;2;500;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500};1,0;0,0;1
13,902918529510497;0,45605986584700986;0,7247271537780762;0,01857667042303266;20;log2;1;2;300;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300};1,0;0,0;1
9,49245834350586;0,4164171576248207;0,49010095596313474;0,02307112429350436;20;log2;1;2;200;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200};1,0;0,0;1
5,111498594284058;0,32306139623537106;0,3287209987640381;0,08336007969178;20;log2;1;2;100;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100};1,0;0,0;1
23,78789939880371;0,7814617878107883;1,1018384456634522;0,0872816521899729;20;sqrt;4;10;500;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500};1,0;0,0;1
14,102854824066162;0,5317032646748178;0,7125635623931885;0,07237496745938223;20;sqrt;4;10;300;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300};1,0;0,0;1
9,563814735412597;0,536400754632144;0,5244874954223633;0,042711390311881335;20;sqrt;4;10;200;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200};1,0;0,0;1
14,050039672851563;0,6573222486190475;0,6958709239959717;0,013792561252716894;20;sqrt;1;10;300;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300};1,0;0,0;1
5,131197118759156;0,22537907043759137;0,34357366561889646;0,065616650287533;20;log2;2;5;100;{'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100};1,0;0,0;1
9,472269201278687;0,529148168596053;0,5103473663330078;0,02178903802187741;20;sqrt;1;10;200;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200};1,0;0,0;1
23,952456426620483;0,9244015492422684;0,9878731727600097;0,06667521126230877;20;sqrt;1;5;500;{'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500};1,0;0,0;1
23,964646196365358;1,0149276311424085;1,053270196914673;0,07644854554702005;15;log2;2;5;500;{'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500};1,0;0,0;1
13,928524398803711;0,4072990502168178;0,7162545680999756;0,06554562348824175;15;log2;2;5;300;{'max_depth': 15, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300};1,0;0,0;1
