Va;Vb;Vc;phi_Va;phi_Vb;phi_Vc;Ia;Ib;Ic;phi_Ia;phi_Ib;phi_Ic;RF;Factor_Carga;Nodo_Falla;Tipo_Falla
126,996;127,007;127,007;-0,00696955;-120,004;119,99;23,3738;24,8551;86,1201;-90,5489;-142,366;62,3557;0,5;1,2;633;L C
126,996;127,007;127,007;-0,00696955;-120,004;119,99;23,8188;20,2609;72,556;-79,7461;-135,433;75,9212;1;1,2;633;L C
126,996;127,007;127,007;-0,00696955;-120,004;119,99;22,7075;14,833;53,613;-68,8499;-134,11;88,7879;2;1,2;633;L C
126,996;127,007;127,007;-0,00696955;-120,004;119,99;20,4701;10,5976;33,6456;-59,8326;-144,964;97,5518;5;1,2;633;L C
126,996;127,007;127,007;-0,00696955;-120,004;119,99;19,3107;9,60578;25,3879;-56,6464;-154,275;98,7794;10;1,2;633;L C
126,996;127,007;127,007;-0,00696955;-120,004;119,99;18,6475;9,34057;21,0556;-55,0916;-160,132;98,1194;20;1,2;633;L C
126,996;127,007;127,007;-0,00696955;-120,004;119,99;18,2238;9,27679;18,4295;-54,1856;-163,896;96,911;50;1,2;633;L C
126,996;127,007;127,007;-0,00696955;-120,004;119,99;95,7016;84,8735;15,848;-53,4731;133,889;83,1955;0;1,2;633;LL AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;90,3409;81,1012;16,535;-44,4985;144,69;83,9441;0,5;1,2;633;LL AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;83,1989;75,4709;17,025;-37,1588;153,827;85,1955;1;1,2;633;LL AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;68,8361;63,4438;17,4955;-27,302;167,167;87,7359;2;1,2;633;LL AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;43,3759;40,6496;17,5246;-18,8656;-175,074;91,786;5;1,2;633;LL AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;29,4582;26,7855;17,2451;-22,413;-167,107;93,7326;10;1,2;633;LL AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;22,4829;18,399;17,0022;-31,9133;-164,039;94,7058;20;1,2;633;LL AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;19,231;12,9807;16,82;-43,2149;-163,985;95,2475;50;1,2;633;LL AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;17,8493;94,4015;84,3691;-44,7058;-173,516;15,9731;0;1,2;633;LL BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;17,3387;89,0768;82,3333;-45,3663;-163,5;27,2022;0,5;1,2;633;LL BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;16,996;81,9041;78,1429;-46,4383;-155,1;36,7918;1;1,2;633;LL BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;16,7405;67,2768;68,0339;-48,6259;-143,154;51,0454;2;1,2;633;LL BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;16,9859;40,5735;47,2156;-51,7791;-129,439;71,1366;5;1,2;633;LL BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;17,3571;25,0042;33,9791;-52,9363;-127,701;81,828;10;1,2;633;LL BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;17,6219;16,2473;25,8039;-53,3602;-134,182;88,2077;20;1,2;633;LL BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;17,803;11,4594;20,4332;-53,5283;-147,851;92,4688;50;1,2;633;LL BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;86,8687;9,30614;92,672;-106,684;-160,467;68,669;0;1,2;633;LL CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;84,0084;9,12216;88,2959;-96,2465;-160,925;78,3949;0,5;1,2;633;LL CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;79,0835;9,00112;82,013;-87,5825;-161,646;86,3595;1;1,2;633;LL CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;68,1381;8,91009;69,0591;-75,2859;-163,069;97,3066;2;1,2;633;LL CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;47,0953;8,97883;45,5697;-59,8892;-165,107;109,151;5;1,2;633;LL CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;34,2179;9,09327;31,9244;-53,7796;-165,905;110,921;10;1,2;633;LL CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;26,4118;9,17714;24,1275;-51,9082;-166,232;107,812;20;1,2;633;LL CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;21,3736;9,2356;19,498;-52,1616;-166,381;102,245;50;1,2;633;LL CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;99,7883;99,796;30,6906;-75,4523;155,811;47,2329;0;1,2;633;LLG AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;91,2372;84,9169;31,8166;-56,8955;175,821;65,5846;0,5;1,2;633;LLG AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;76,9658;69,2342;29,6173;-44,7815;-171,983;76,8119;1;1,2;633;LLG AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;55,8924;49,0083;25,5544;-34,2129;-160,21;86,6826;2;1,2;633;LLG AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;33,6372;27,5981;20,8759;-31,7446;-152,377;93,2056;5;1,2;633;LLG AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;25,1353;18,5705;18,8682;-37,0234;-152,865;94,8066;10;1,2;633;LLG AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;21,1908;13,8497;17,7939;-43,2645;-156,272;95,3285;20;1,2;633;LLG AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;19,1172;11,055;17,1314;-48,8878;-161,034;95,516;50;1,2;633;LLG AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;32,6953;98,6913;99,8764;-74,3276;164,564;36,772;0;1,2;633;LLG BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;32,1425;89,6417;87,6044;-60,0671;-175,325;56,8554;0,5;1,2;633;LLG BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;28,9534;74,8184;73,8136;-52,4103;-161,465;69,1323;1;1,2;633;LLG BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;24,468;52,5756;55,5037;-48,1365;-147,816;81,5465;2;1,2;633;LLG BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;20,4828;28,28;35,339;-48,9728;-140,05;92,0193;5;1,2;633;LLG BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;19,1384;18,3849;26,493;-50,7645;-142,812;95,1057;10;1,2;633;LLG BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;18,5109;13,4843;21,6896;-52,0456;-149,428;95,9581;20;1,2;633;LLG BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;18,1563;10,8025;18,706;-52,944;-157,725;95,9522;50;1,2;633;LLG BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;100,554;28,4173;98,2247;-84,0268;160,913;45,087;0;1,2;633;LLG CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;86,302;26,8102;91,0817;-65,1932;-179,378;65,071;0,5;1,2;633;LLG CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;71,322;23,0136;77,9678;-54,6234;-168,04;78,5514;1;1,2;633;LLG CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;52,6637;17,7711;57,9381;-45,6703;-159,87;91,7941;2;1,2;633;LLG CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;33,5751;12,7919;35,7179;-41,9514;-158,598;100,679;5;1,2;633;LLG CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;25,7619;10,9756;26,3918;-44,1508;-160,999;101,328;10;1,2;633;LLG CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;21,7678;10,0991;21,5217;-47,4344;-163,258;99,8479;20;1,2;633;LLG CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;19,4289;9,59755;18,6003;-50,6786;-165,053;97,7636;50;1,2;633;LLG CA
127,009;127,009;127,009;-0,00505453;-0,00505453;-0,00505453;103,145;103,145;103,145;-79,4574;160,543;40,5426;0;1,2;633;LLL ABC
127,009;127,009;127,009;-0,00505453;-0,00505453;-0,00505453;91,2008;91,2008;91,2008;-60,1123;179,888;59,8877;0,5;1,2;633;LLL ABC
127,009;127,009;127,009;-0,00505453;-0,00505453;-0,00505453;76,1897;76,1897;76,1897;-47,1588;-167,159;72,8412;1;1,2;633;LLL ABC
127,009;127,009;127,009;-0,00505453;-0,00505453;-0,00505453;54,6174;54,6174;54,6174;-33,8094;-153,809;86,1906;2;1,2;633;LLL ABC
127,009;127,009;127,009;-0,00505453;-0,00505453;-0,00505453;30,5188;30,5188;30,5188;-24,0207;-144,021;95,9793;5;1,2;633;LLL ABC
127,009;127,009;127,009;-0,00505453;-0,00505453;-0,00505453;20,224;20,224;20,224;-23,4825;-143,482;96,5175;10;1,2;633;LLL ABC
127,009;127,009;127,009;-0,00505453;-0,00505453;-0,00505453;14,8192;14,8192;14,8192;-26,2626;-146,263;93,7374;20;1,2;633;LLL ABC
127,009;127,009;127,009;-0,00505453;-0,00505453;-0,00505453;11,6045;11,6045;11,6045;-30,7028;-150,703;89,2972;50;1,2;633;LLL ABC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;95,2128;18,7991;28,1435;-80,477;107,773;90,4759;0;0,8;634;L A
127,005;127,011;127,012;-0,00482229;-120,003;119,994;13,0781;6,35109;10,3949;-41,6463;-166,556;102,308;0,5;0,8;634;L A
127,005;127,011;127,012;-0,00482229;-120,003;119,994;12,0994;6,10545;10,2698;-44,8871;-165,427;101,068;1;0,8;634;L A
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,6326;5,98176;10,2112;-46,7648;-164,85;100,427;2;0,8;634;L A
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,3611;5,90728;10,1774;-47,9825;-164,499;100,035;5;0,8;634;L A
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2721;5,8824;10,1664;-48,4044;-164,382;99,9039;10;0,8;634;L A
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2279;5,86996;10,1609;-48,6184;-164,323;99,838;20;0,8;634;L A
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2015;5,86249;10,1576;-48,7478;-164,287;99,7984;50;0,8;634;L A
127,005;127,011;127,012;-0,00482229;-120,003;119,994;30,6672;94,4159;16,3213;-36,3996;159,367;1,70604;0;0,8;634;L B
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1167;8,00104;10,5507;-45,9185;-152,248;97,3783;0,5;0,8;634;L B
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1426;6,88491;10,3544;-47,3795;-157,181;98,5647;1;0,8;634;L B
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1613;6,35699;10,2552;-48,1082;-160,399;99,1657;2;0,8;634;L B
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1744;6,05338;10,1954;-48,5443;-162,632;99,5288;5;0,8;634;L B
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1791;5,95475;10,1754;-48,6894;-163,433;99,6503;10;0,8;634;L B
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1815;5,90595;10,1654;-48,7619;-163,845;99,7111;20;0,8;634;L B
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1829;5,87684;10,1594;-48,8054;-164,095;99,7476;50;0,8;634;L B
127,005;127,011;127,012;-0,00482229;-120,003;119,994;18,8013;26,3511;93,9869;-121,501;-152,762;40,1575;0;0,8;634;L C
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,6525;5,8569;12,6356;-50,109;-158,535;102,342;0,5;0,8;634;L C
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,4199;5,8458;11,3926;-49,4701;-161,392;101,288;1;0,8;634;L C
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,3023;5,84878;10,7729;-49,1518;-162,828;100,597;2;0,8;634;L C
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2314;5,85333;10,4021;-48,9613;-163,69;100,12;5;0,8;634;L C
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2077;5,8553;10,2787;-48,8978;-163,977;99,949;10;0,8;634;L C
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1958;5,85638;10,217;-48,8661;-164,12;99,8612;20;0,8;634;L C
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1887;5,85705;10,1801;-48,8471;-164,206;99,8079;50;0,8;634;L C
127,005;127,011;127,012;-0,00482229;-120,003;119,994;92,5608;85,4161;9,73267;-51,9533;132,306;87,365;0;0,8;634;LL AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;13,7858;11,1022;10,2722;-28,1234;-160,875;99,349;0,5;0,8;634;LL AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;12,2252;8,49022;10,2154;-37,115;-161,484;99,5678;1;0,8;634;LL AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,6268;7,17403;10,1858;-42,6514;-162,449;99,6718;2;0,8;634;LL AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,3408;6,38365;10,1676;-46,2904;-163,402;99,7324;5;0,8;634;LL AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2589;6,12044;10,1616;-47,5514;-163,806;99,7523;10;0,8;634;LL AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2205;5,98894;10,1585;-48,1903;-164,028;99,7621;20;0,8;634;LL AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1983;5,91007;10,1566;-48,5761;-164,168;99,768;50;0,8;634;LL AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,0235;91,7612;84,8197;-40,2843;-172,04;13,5239;0;0,8;634;LL BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,0784;9,50483;15,3773;-48,7797;-132,404;93,3198;0,5;0,8;634;LL BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1306;7,35597;12,7887;-48,8155;-143,879;96,2278;1;0,8;634;LL BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1571;6,48842;11,4769;-48,8271;-152,761;97,8936;2;0,8;634;LL BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1732;6,07559;10,685;-48,832;-159,349;98,9902;5;0,8;634;LL BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1785;5,96033;10,4204;-48,8333;-161,756;99,3755;10;0,8;634;LL BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1812;5,90732;10,2879;-48,8339;-162,998;99,5723;20;0,8;634;LL BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1829;5,87704;10,2084;-48,8342;-163,755;99,6917;50;0,8;634;LL BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;86,7052;5,83434;90,5166;-107,899;-158,556;69,2435;0;0,8;634;LL CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;16,2423;5,82188;14,484;-46,4883;-164,192;112,664;0,5;0,8;634;LL CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;13,7228;5,83944;12,2214;-47,1146;-164,233;107,717;1;0,8;634;LL CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;12,4541;5,84842;11,154;-47,794;-164,25;104,208;2;0,8;634;LL CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,6918;5,85386;10,5449;-48,3672;-164,259;101,671;5;0,8;634;LL CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,4378;5,85568;10,3484;-48,5915;-164,261;100,743;10;0,8;634;LL CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,3109;5,8566;10,2514;-48,7106;-164,263;100,263;20;0,8;634;LL CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2347;5,85714;10,1937;-48,7843;-164,263;99,9698;50;0,8;634;LL CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;97,8053;98,8957;27,9466;-75,3792;155,484;42,842;0;0,8;634;LLG AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;13,0886;8,4247;10,7715;-39,1712;-154,672;99,8844;0,5;0,8;634;LLG AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;12,0797;7,11411;10,464;-43,5399;-158,431;99,8514;1;0,8;634;LLG AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,6157;6,47643;10,3099;-46,0647;-161,018;99,8178;2;0,8;634;LLG AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,3525;6,10237;10,2172;-47,6965;-162,875;99,7918;5;0,8;634;LLG AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2675;5,97945;10,1863;-48,2604;-163,553;99,7821;10;0,8;634;LLG AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2255;5,91835;10,1709;-48,5461;-163,904;99,7771;20;0,8;634;LLG AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2005;5,88181;10,1616;-48,7188;-164,119;99,774;50;0,8;634;LLG AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;29,2415;97,1425;98,8202;-77,7787;164,577;36,0696;0;0,8;634;LLG BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,572;8,1216;12,9995;-47,3067;-148,221;100,306;0,5;0,8;634;LLG BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,3753;6,91049;11,583;-48,0448;-154,765;100,177;1;0,8;634;LLG BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2789;6,35861;10,8705;-48,4331;-159,078;100,016;2;0,8;634;LLG BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2218;6,05096;10,4417;-48,6723;-162,077;99,8808;5;0,8;634;LLG BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2028;5,95299;10,2986;-48,7531;-163,151;99,8283;10;0,8;634;LLG BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1934;5,90493;10,227;-48,7937;-163,702;99,8006;20;0,8;634;LLG BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,1877;5,8764;10,1841;-48,8181;-164,038;99,7835;50;0,8;634;LLG BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;99,3434;26,9798;96,8095;-84,3824;158,354;44,8833;0;0,8;634;LLG CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;13,503;6,32508;12,8965;-43,0091;-161,248;104,3;0,5;0,8;634;LLG CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;12,3243;6,08753;11,5137;-45,5576;-162,668;102,417;1;0,8;634;LLG CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,7482;5,9715;10,8306;-47,0929;-163,443;101,207;2;0,8;634;LLG CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,4081;5,90285;10,4244;-48,1113;-163,93;100,376;5;0,8;634;LLG CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2957;5,88014;10,2897;-48,4683;-164,096;100,079;10;0,8;634;LLG CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2398;5,86881;10,2225;-48,6502;-164,18;99,9268;20;0,8;634;LLG CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2062;5,86203;10,1822;-48,7605;-164,23;99,8342;50;0,8;634;LLG CA
127,012;127,012;127,012;-0,00334348;-0,00334348;-0,00334348;102,079;102,079;102,079;-79,6004;160,4;40,3996;0;0,8;634;LLL ABC
127,012;127,012;127,012;-0,00334348;-0,00334348;-0,00334348;9,06718;9,06718;9,06718;-24,6277;-144,628;95,3723;0,5;0,8;634;LLL ABC
127,012;127,012;127,012;-0,00334348;-0,00334348;-0,00334348;7,58627;7,58627;7,58627;-28,267;-148,267;91,733;1;0,8;634;LLL ABC
127,012;127,012;127,012;-0,00334348;-0,00334348;-0,00334348;6,86484;6,86484;6,86484;-30,8271;-150,827;89,1729;2;0,8;634;LLL ABC
127,012;127,012;127,012;-0,00334348;-0,00334348;-0,00334348;6,44134;6,44134;6,44134;-32,6892;-152,689;87,3108;5;0,8;634;LLL ABC
127,012;127,012;127,012;-0,00334348;-0,00334348;-0,00334348;6,30212;6,30212;6,30212;-33,3742;-153,374;86,6258;10;0,8;634;LLL ABC
127,012;127,012;127,012;-0,00334348;-0,00334348;-0,00334348;6,23292;6,23292;6,23292;-33,7299;-153,73;86,2701;20;0,8;634;LLL ABC
127,012;127,012;127,012;-0,00334348;-0,00334348;-0,00334348;6,19153;6,19153;6,19153;-33,9476;-153,948;86,0524;50;0,8;634;LLL ABC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;95,7006;18,3116;30,0947;-80,4228;112,103;89,0334;0;1;634;L A
127,001;127,009;127,01;-0,00593327;-120,003;119,992;16,1825;7,97467;13,4574;-45,3824;-167,131;99,6019;0,5;1;634;L A
127,001;127,009;127,01;-0,00593327;-120,003;119,992;15,2683;7,74222;13,3374;-47,994;-166,239;98,7199;1;1;634;L A
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,8301;7,62496;13,2805;-49,4601;-165,789;98,2659;2;1;634;L A
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,5742;7,55427;13,2474;-50,3949;-165,517;97,9894;5;1;634;L A
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4902;7,53066;13,2365;-50,716;-165,427;97,8966;10;1;634;L A
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4484;7,51884;13,2312;-50,8783;-165,381;97,8501;20;1;634;L A
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4234;7,51175;13,2279;-50,9763;-165,354;97,8221;50;1;634;L A
127,001;127,009;127,01;-0,00593327;-120,003;119,992;33,2872;94,6423;16,1763;-39,4457;159,407;12,3118;0;1;634;L B
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,3331;9,57431;13,6161;-48,8528;-155,451;96,0101;0,5;1;634;L B
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,3634;8,50194;13,4228;-49,9493;-159,683;96,9031;1;1;634;L B
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,3834;7,99264;13,3247;-50,4963;-162,305;97,3524;2;1;634;L B
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,397;7,6981;13,2655;-50,8238;-164,07;97,6228;5;1;634;L B
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4018;7,602;13,2456;-50,9329;-164,694;97,7131;10;1;634;L B
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4043;7,55437;13,2357;-50,9874;-165,013;97,7583;20;1;634;L B
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4058;7,52592;13,2298;-51,0201;-165,206;97,7854;50;1;634;L B
127,001;127,009;127,01;-0,00593327;-120,003;119,992;19,0314;27,699;94,1734;-113,875;-154,864;40,4619;0;1;634;L C
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,8393;7,50822;15,634;-52,0367;-160,974;99,8517;0,5;1;634;L C
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,6248;7,49824;14,4274;-51,5363;-163,148;98,9819;1;1;634;L C
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,5162;7,50027;13,8257;-51,2883;-164,241;98,4363;2;1;634;L C
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4506;7,50375;13,4655;-51,1402;-164,898;98,0678;5;1;634;L C
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4287;7,50529;13,3456;-51,091;-165,117;97,9376;10;1;634;L C
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4177;7,50613;13,2857;-51,0664;-165,226;97,871;20;1;634;L C
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4111;7,50666;13,2497;-51,0517;-165,292;97,8306;50;1;634;L C
127,001;127,009;127,01;-0,00593327;-120,003;119,992;93,746;84,7634;12,619;-52,6973;133,002;85,465;0;1;634;LL AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;16,6528;12,5981;13,3729;-34,5299;-162,335;97,3681;0,5;1;634;LL AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;15,3108;10,0623;13,3014;-41,9886;-163;97,5925;1;1;634;LL AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,7961;8,785;13,2641;-46,3331;-163,865;97,6998;2;1;634;LL AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,5465;8,01788;13,2412;-49,1187;-164,656;97,7625;5;1;634;LL AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4739;7,76235;13,2335;-50,0741;-164,978;97,783;10;1;634;LL AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4396;7,63466;13,2297;-50,5565;-165,153;97,7933;20;1;634;LL AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4197;7,55807;13,2273;-50,8473;-165,261;97,7994;50;1;634;LL AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,2678;92,692;84,1499;-42,3799;-172,776;14,6428;0;1;634;LL BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,2709;10,8806;18,3252;-50,9657;-138,426;92,6517;0,5;1;634;LL BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,338;8,90003;15,8014;-51,0121;-148,919;95,0775;1;1;634;LL BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,3722;8,10458;14,5196;-51,0291;-156,318;96,3937;2;1;634;LL BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,3929;7,71857;13,7447;-51,0373;-161,539;97,2267;5;1;634;LL BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,3998;7,6079;13,4855;-51,0396;-163,407;97,5128;10;1;634;LL BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4033;7,55621;13,3557;-51,0408;-164,364;97,6575;20;1;634;LL BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4054;7,52639;13,2777;-51,0414;-164,945;97,745;50;1;634;LL BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;86,397;7,50232;91,1919;-107,339;-159,502;68,9354;0;1;634;LL CA
127,001;127,009;127,01;-0,00593327;-120,003;119,992;19,2412;7,46158;17,3042;-49,1167;-165,248;108,107;0,5;1;634;LL CA
127,001;127,009;127,01;-0,00593327;-120,003;119,992;16,8338;7,48394;15,1816;-49,6879;-165,297;103,918;1;1;634;LL CA
127,001;127,009;127,01;-0,00593327;-120,003;119,992;15,6213;7,49539;14,1762;-50,2428;-165,318;101,143;2;1;634;LL CA
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,8926;7,50235;13,5983;-50,6889;-165,329;99,2128;5;1;634;LL CA
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,6496;7,50468;13,4107;-50,8595;-165,332;98,5208;10;1;634;LL CA
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,5282;7,50585;13,3179;-50,9491;-165,334;98,1654;20;1;634;LL CA
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4553;7,50655;13,2625;-51,0044;-165,335;97,949;50;1;634;LL CA
127,001;127,009;127,01;-0,00593327;-120,003;119,992;98,3848;98,9151;29,1983;-75,4392;155,613;45,084;0;1;634;LLG AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;16,1703;9,98543;13,835;-43,4421;-157,355;97,7945;0,5;1;634;LLG AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;15,2415;8,7223;13,5312;-46,9613;-160,644;97,8153;1;1;634;LLG AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,8111;8,1068;13,3786;-48,9291;-162,778;97,8137;2;1;634;LLG AB
