Va;Vb;Vc;phi_Va;phi_Vb;phi_Vc;Ia;Ib;Ic;phi_Ia;phi_Ib;phi_Ic;RF;Factor_Carga;Nodo_Falla;Tipo_Falla
126,996;127,007;127,007;-0,00696955;-120,004;119,99;22,4594;17,3561;17,1524;-36,0487;-167,047;94,1601;20;1,2;671;LL AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;19,339;12,6117;16,8908;-44,9274;-165,452;95,0427;50;1,2;671;LL AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;18,0398;67,1313;55,5542;-41,5412;-177,66;15,3477;0;1,2;671;LL BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;17,5096;64,764;55,53;-41,9725;-170,651;23,5989;0,5;1,2;671;LL BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;17,0838;61,5516;54,5639;-42,7919;-164,432;31,0271;1;1,2;671;LL BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;16,577;54,2415;51,1015;-44,9078;-154,587;43,1985;2;1,2;671;LL BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;16,4881;37,063;40,3906;-49,529;-140,191;63,8999;5;1,2;671;LL BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;16,9374;24,3644;31,1514;-51,9646;-135,711;77,0049;10;1,2;671;LL BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;17,3668;16,3464;24,5941;-52,9935;-139,353;85,4535;20;1,2;671;LL BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;17,6917;11,6366;19,9984;-53,4213;-150,182;91,2802;50;1,2;671;LL BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;57,8743;9,44192;64,1197;-107,815;-159,822;65,5207;0;1,2;671;LL CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;57,0925;9,27779;62,265;-100,189;-160,089;72,4044;0,5;1,2;671;LL CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;55,4058;9,15099;59,5816;-93,5773;-160,565;78,2958;1;1,2;671;LL CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;50,942;9,00482;53,4898;-83,3318;-161,7;87,1773;2;1,2;671;LL CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;39,7024;8,9583;39,7436;-67,802;-164,015;99,2491;5;1,2;671;LL CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;30,9768;9,04892;29,8373;-59,6593;-165,305;103,36;10;1,2;671;LL CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;25,0003;9,14369;23,4584;-55,6817;-165,943;102,87;20;1,2;671;LL CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;20,8748;9,21941;19,3591;-53,9855;-166,274;99,8687;50;1,2;671;LL CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;67,4159;64,8729;17,451;-73,013;150,207;63,4052;0;1,2;671;LLG AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;62,6354;61,6155;19,1693;-61,8537;164,656;68,459;0,5;1,2;671;LLG AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;56,4799;55,7185;20,0228;-54,0146;175,971;73,4867;1;1,2;671;LLG AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;46,1233;44,1195;20,2814;-45,5174;-169,885;80,8465;2;1,2;671;LLG AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;31,7619;26,7302;19,1486;-40,3935;-156,789;89,4023;5;1,2;671;LLG AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;24,8659;18,2305;18,128;-42,4078;-154,849;92,7434;10;1,2;671;LLG AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;21,2599;13,6715;17,456;-46,1909;-157,156;94,2778;20;1,2;671;LLG AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;19,1973;10,9759;17,0036;-50,0845;-161,37;95,0944;50;1,2;671;LLG AB
126,996;127,007;127,007;-0,00696955;-120,004;119,99;19,0462;67,0193;64,4626;-56,8884;166,657;30,712;0;1,2;671;LLG BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;19,2325;61,929;62,9124;-56,2627;179,338;45,6013;0,5;1,2;671;LLG BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;19,3191;55,3411;58,4014;-55,4108;-171,103;57,1396;1;1,2;671;LLG BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;19,1909;43,7783;48,7304;-54,0001;-159,412;71,6191;2;1,2;671;LLG BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;18,6112;26,8016;33,55;-52,9205;-149,004;86,6563;5;1,2;671;LLG BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;18,27;18,2408;25,7628;-52,997;-148,748;92,1487;10;1,2;671;LLG BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;18,0933;13,5983;21,3572;-53,2253;-152,9;94,3871;20;1,2;671;LLG BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;17,9931;10,9009;18,5794;-53,4314;-159,211;95,2927;50;1,2;671;LLG BC
126,996;127,007;127,007;-0,00696955;-120,004;119,99;65,2601;13,6499;65,5535;-89,7856;174,591;47,3146;0;1,2;671;LLG CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;62,4861;13,9748;61,2686;-75,8848;179,725;59,8675;0,5;1,2;671;LLG CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;56,9345;13,8887;55,8465;-65,7097;-175,69;68,8393;1;1,2;671;LLG CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;46,3484;13,1564;46,6914;-54,2564;-169,55;79,7529;2;1,2;671;LLG CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;31,5069;11,3717;33,0229;-46,2865;-164,498;91,2967;5;1,2;671;LLG CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;24,7421;10,359;25,6443;-46,6694;-164,234;95,2244;10;1,2;671;LLG CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;21,2576;9,81054;21,3312;-48,8971;-164,946;96,2995;20;1,2;671;LLG CA
126,996;127,007;127,007;-0,00696955;-120,004;119,99;19,2265;9,48609;18,5736;-51,3453;-165,747;96,1961;50;1,2;671;LLG CA
127,009;127,009;127,009;-0,00505453;-0,00505453;-0,00505453;70,222;70,222;70,222;-81,8047;158,195;38,1953;0;1,2;671;LLL ABC
127,009;127,009;127,009;-0,00505453;-0,00505453;-0,00505453;65,6196;65,6196;65,6196;-67,7552;172,245;52,2448;0,5;1,2;671;LLL ABC
127,009;127,009;127,009;-0,00505453;-0,00505453;-0,00505453;58,8422;58,8422;58,8422;-56,9874;-176,987;63,0126;1;1,2;671;LLL ABC
127,009;127,009;127,009;-0,00505453;-0,00505453;-0,00505453;46,4919;46,4919;46,4919;-43,6608;-163,661;76,3392;2;1,2;671;LLL ABC
127,009;127,009;127,009;-0,00505453;-0,00505453;-0,00505453;28,5109;28,5109;28,5109;-30,7762;-150,776;89,2238;5;1,2;671;LLL ABC
127,009;127,009;127,009;-0,00505453;-0,00505453;-0,00505453;19,5424;19,5424;19,5424;-27,8875;-147,888;92,1125;10;1,2;671;LLL ABC
127,009;127,009;127,009;-0,00505453;-0,00505453;-0,00505453;14,5736;14,5736;14,5736;-28,9546;-148,955;91,0454;20;1,2;671;LLL ABC
127,009;127,009;127,009;-0,00505453;-0,00505453;-0,00505453;11,5347;11,5347;11,5347;-31,9761;-151,976;88,0239;50;1,2;671;LLL ABC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;38,8135;5,6341;13,273;-79,4661;152,065;89,3707;0;0,8;675;L A
127,005;127,011;127,012;-0,00482229;-120,003;119,994;38,3617;6,19607;13,3858;-72,2388;156,16;91,9821;0,5;0,8;675;L A
127,005;127,011;127,012;-0,00482229;-120,003;119,994;37,1462;6,59829;13,3415;-65,8519;160,505;94,3486;1;0,8;675;L A
127,005;127,011;127,012;-0,00482229;-120,003;119,994;33,6893;7,00779;12,993;-56,0416;168,221;97,8716;2;0,8;675;L A
127,005;127,011;127,012;-0,00482229;-120,003;119,994;24,9733;7,00568;11,877;-43,1073;-178,935;101,598;5;0,8;675;L A
127,005;127,011;127,012;-0,00482229;-120,003;119,994;18,7581;6,64227;11,0754;-39,538;-171,877;101,93;10;0,8;675;L A
127,005;127,011;127,012;-0,00482229;-120,003;119,994;14,9543;6,30885;10,6078;-40,8758;-168,003;101,277;20;0,8;675;L A
127,005;127,011;127,012;-0,00482229;-120,003;119,994;12,6322;6,05203;10,3301;-44,4447;-165,715;100,486;50;0,8;675;L A
127,005;127,011;127,012;-0,00482229;-120,003;119,994;15,6542;37,3878;7,70478;-45,5745;159,487;72,2944;0;0,8;675;L B
127,005;127,011;127,012;-0,00482229;-120,003;119,994;15,3493;36,6691;8,48524;-43,1311;167,579;72,5105;0,5;0,8;675;L B
127,005;127,011;127,012;-0,00482229;-120,003;119,994;14,9245;35,223;9,15658;-41,2144;174,863;73,9953;1;0,8;675;L B
127,005;127,011;127,012;-0,00482229;-120,003;119,994;14,001;31,3448;10,0645;-39,079;-173,553;78,1819;2;0,8;675;L B
127,005;127,011;127,012;-0,00482229;-120,003;119,994;12,3001;21,6445;10,8013;-39,6286;-156,649;87,3972;5;0,8;675;L B
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,5354;14,6296;10,7377;-42,7786;-150,202;93,1366;10;0,8;675;L B
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2682;10,2472;10,5253;-45,506;-150,543;96,4423;20;0,8;675;L B
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,191;7,52826;10,3229;-47,4578;-155,608;98,4572;50;0,8;675;L B
127,005;127,011;127,012;-0,00482229;-120,003;119,994;8,34039;10,9054;36,5907;-65,0907;-161,201;41,2373;0;0,8;675;L C
127,005;127,011;127,012;-0,00482229;-120,003;119,994;8,96592;10,5933;36,5254;-66,3128;-157,055;49,661;0,5;0,8;675;L C
127,005;127,011;127,012;-0,00482229;-120,003;119,994;9,54834;10,1553;35,6558;-66,1996;-153,7;57,1584;1;0,8;675;L C
127,005;127,011;127,012;-0,00482229;-120,003;119,994;10,4026;9,19874;32,7415;-64,1807;-149,534;68,9608;2;0,8;675;L C
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2765;7,35945;24,7423;-58,1481;-148,487;86,5668;5;0,8;675;L C
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,4153;6,42857;18,6617;-53,9865;-152,942;95,1592;10;0,8;675;L C
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,3603;6,04682;14,6691;-51,4753;-157,723;98,8805;20;0,8;675;L C
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2703;5,90286;12,0059;-49,8936;-161,484;100,041;50;0,8;675;L C
127,005;127,011;127,012;-0,00482229;-120,003;119,994;44,6675;37,2695;9,78084;-54,9416;134,052;88,4979;0;0,8;675;LL AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;43,9392;36,9027;9,96195;-51,0163;139,03;88,7257;0,5;0,8;675;LL AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;42,9368;36,2753;10,1244;-47,3525;143,733;89,1015;1;0,8;675;LL AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;40,4;34,479;10,3813;-40,9613;152,158;90,1129;2;0,8;675;LL AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;32,2776;28,0558;10,7021;-29,0885;169,72;93,2193;5;0,8;675;LL AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;23,679;20,6228;10,6865;-23,4627;-176,669;96,0871;10;0,8;675;LL AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;17,1014;14,2633;10,5164;-25,7025;-167,871;98,0044;20;0,8;675;LL AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;13,0634;9,42029;10,3241;-35,1994;-163,579;99,1329;50;0,8;675;LL AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,0974;44,0761;36,4413;-36,8377;-175,801;15,7323;0;0,8;675;LL BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;10,8876;43,2577;36,5178;-37,1017;-171,262;21,088;0,5;0,8;675;LL BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;10,7009;42,1607;36,3138;-37,5437;-166,994;26,1581;1;0,8;675;LL BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;10,4146;39,4269;35,2762;-38,7866;-159,427;35,2878;2;0,8;675;LL BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;10,1383;30,7244;30,3599;-42,7726;-144,352;54,7428;5;0,8;675;LL BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;10,3174;21,3444;23,9467;-46,1425;-134,658;70,8538;10;0,8;675;LL BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;10,6471;13,7702;18,1603;-47,9083;-132,662;83,0584;20;0,8;675;LL BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;10,9484;8,58198;13,608;-48,6222;-141,167;92,3246;50;0,8;675;LL BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;38,2222;5,91398;42,0694;-106,446;-159,153;67,1325;0;0,8;675;LL CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;38,0885;5,86408;41,5194;-101,565;-159,261;71,5783;0,5;0,8;675;LL CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;37,6672;5,82017;40,6899;-97,0187;-159,443;75,6971;1;0,8;675;LL CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;36,2386;5,75329;38,5066;-89,04;-159,944;82,8432;2;0,8;675;LL CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;30,7589;5,68143;31,4364;-73,0938;-161,478;96,498;5;0,8;675;LL CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;24,3274;5,70106;23,8542;-61,3142;-162,815;105,141;10;0,8;675;LL CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;18,7545;5,75562;17,6622;-53,8894;-163,626;108,248;20;0,8;675;LL CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;14,433;5,81103;13,178;-49,98;-164,053;106,278;50;0,8;675;LL CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;44,8704;42,2452;11,1834;-70,5832;150,381;68,8897;0;0,8;675;LLG AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;43,236;41,439;11,85;-62,9947;159,78;71,8693;0,5;0,8;675;LLG AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;40,8832;39,6095;12,308;-56,6704;168,14;75,0533;1;0,8;675;LLG AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;35,8034;34,718;12,7123;-47,7048;-178,856;80,817;2;0,8;675;LLG AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;25,6041;23,1896;12,3738;-37,3934;-160,506;90,5497;5;0,8;675;LLG AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;19,0108;15,3705;11,6002;-35,6611;-153,379;95,5898;10;0,8;675;LLG AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;15,0427;10,6332;10,9609;-38,3873;-152,912;97,9971;20;0,8;675;LLG AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;12,6458;7,70278;10,4947;-43,2344;-156,858;99,1756;50;0,8;675;LLG AB
127,005;127,011;127,012;-0,00482229;-120,003;119,994;12,129;44,0711;41,7753;-53,2965;168,931;31,0971;0;0,8;675;LLG BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;12,2098;42,2073;41,6173;-52,7504;177,403;40,9055;0,5;0,8;675;LLG BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;12,268;39,6449;40,3735;-52,1232;-175,349;49,5546;1;0,8;675;LLG BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;12,2895;34,1335;36,455;-50,8286;-164,536;62,944;2;0,8;675;LLG BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,9961;22,7766;26,5446;-48,67;-150,057;82,4381;5;0,8;675;LLG BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,6458;15,1966;19,537;-48,1092;-145,264;92,084;10;0,8;675;LLG BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,4142;10,5037;15,0989;-48,2417;-146,893;96,78;20;0,8;675;LLG BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;11,2727;7,60112;12,1801;-48,5374;-153,498;98,9707;50;0,8;675;LLG BC
127,005;127,011;127,012;-0,00482229;-120,003;119,994;42,625;8,94915;42,9366;-89,0442;176,623;49,7506;0;0,8;675;LLG CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;42,152;9,08796;41,4799;-80,0069;179,95;58,2657;0,5;0,8;675;LLG CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;40,5688;9,1158;39,3746;-72,1962;-176,878;65,3424;1;0,8;675;LLG CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;36,133;8,93195;34,8815;-60,5902;-171,56;75,6752;2;0,8;675;LLG CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;25,8183;7,9538;25,6827;-45,9948;-163,874;90,1622;5;0,8;675;LLG CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;19,0647;7,04741;19,2693;-41,8495;-161,63;97,2139;10;0,8;675;LLG CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;15,1055;6,45776;15,0323;-42,5718;-161,933;100,124;20;0,8;675;LLG CA
127,005;127,011;127,012;-0,00482229;-120,003;119,994;12,7075;6,09149;12,1662;-45,3312;-163,034;100,667;50;0,8;675;LLG CA
127,012;127,012;127,012;-0,00334348;-0,00334348;-0,00334348;46,0863;46,0863;46,0863;-80,6273;159,373;39,3727;0;0,8;675;LLL ABC
127,012;127,012;127,012;-0,00334348;-0,00334348;-0,00334348;44,5984;44,5984;44,5984;-71,3184;168,682;48,6816;0,5;0,8;675;LLL ABC
127,012;127,012;127,012;-0,00334348;-0,00334348;-0,00334348;42,1754;42,1754;42,1754;-63,2237;176,776;56,7763;1;0,8;675;LLL ABC
127,012;127,012;127,012;-0,00334348;-0,00334348;-0,00334348;36,5141;36,5141;36,5141;-50,9353;-170,935;69,0647;2;0,8;675;LLL ABC
127,012;127,012;127,012;-0,00334348;-0,00334348;-0,00334348;24,3831;24,3831;24,3831;-33,9333;-153,933;86,0667;5;0,8;675;LLL ABC
127,012;127,012;127,012;-0,00334348;-0,00334348;-0,00334348;16,3662;16,3662;16,3662;-26,9375;-146,937;93,0625;10;0,8;675;LLL ABC
127,012;127,012;127,012;-0,00334348;-0,00334348;-0,00334348;11,4145;11,4145;11,4145;-25,6717;-145,672;94,3283;20;0,8;675;LLL ABC
127,012;127,012;127,012;-0,00334348;-0,00334348;-0,00334348;8,24875;8,24875;8,24875;-28,2618;-148,262;91,7382;50;0,8;675;LLL ABC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;39,8255;6,61563;15,6;-78,8374;163,23;87,9589;0;1;675;L A
127,001;127,009;127,01;-0,00593327;-120,003;119,992;39,5237;7,21811;15,8078;-72,1215;165,349;89,9006;0,5;1;675;L A
127,001;127,009;127,01;-0,00593327;-120,003;119,992;38,4368;7,67492;15,856;-66,2411;168,129;91,7317;1;1;675;L A
127,001;127,009;127,01;-0,00593327;-120,003;119,992;35,2167;8,191;15,664;-57,3822;173,616;94,56;2;1;675;L A
127,001;127,009;127,01;-0,00593327;-120,003;119,992;27,0761;8,3835;14,7925;-46,3247;-176,667;97,8635;5;1;675;L A
127,001;127,009;127,01;-0,00593327;-120,003;119,992;21,3383;8,14049;14,0995;-43,738;-171,229;98,5828;10;1;675;L A
127,001;127,009;127,01;-0,00593327;-120,003;119,992;17,8605;7,87999;13,6703;-45,0755;-168,235;98,4609;20;1;675;L A
127,001;127,009;127,01;-0,00593327;-120,003;119,992;15,7417;7,66982;13,4022;-47,8796;-166,464;98,1395;50;1;675;L A
127,001;127,009;127,01;-0,00593327;-120,003;119,992;18,6102;37,8894;10,5406;-48,9799;159,935;79,1516;0;1;675;L B
127,001;127,009;127,01;-0,00593327;-120,003;119,992;18,3265;37,2783;11,2914;-47,0412;167,775;78,695;0,5;1;675;L B
127,001;127,009;127,01;-0,00593327;-120,003;119,992;17,9257;35,92;11,9634;-45,5411;174,798;79,3263;1;1;675;L B
127,001;127,009;127,01;-0,00593327;-120,003;119,992;17,0555;32,1809;12,9091;-43,921;-174,137;81,9375;2;1;675;L B
127,001;127,009;127,01;-0,00593327;-120,003;119,992;15,4738;22,7474;13,7459;-44,4035;-158,477;88,5452;5;1;675;L B
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,7641;15,9378;13,7418;-46,7047;-153,076;92,834;10;1;675;L B
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,507;11,713;13,5624;-48,6564;-153,921;95,3151;20;1;675;L B
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4238;9,11171;13,38;-50,0521;-158,517;96,8233;50;1;675;L B
127,001;127,009;127,01;-0,00593327;-120,003;119,992;10,8881;12,4308;36,9306;-57,8134;-164,042;42,3493;0;1;675;L C
127,001;127,009;127,01;-0,00593327;-120,003;119,992;11,374;12,1235;37,1953;-59,9835;-160,44;50,5212;0,5;1;675;L C
127,001;127,009;127,01;-0,00593327;-120,003;119,992;11,9045;11,687;36,5966;-61,0105;-157,588;57,7437;1;1;675;L C
127,001;127,009;127,01;-0,00593327;-120,003;119,992;12,7981;10,7427;34,1035;-60,9631;-154,195;68,9723;2;1;675;L C
127,001;127,009;127,01;-0,00593327;-120,003;119,992;13,9498;8,97677;26,8302;-57,7814;-153,597;85,3168;5;1;675;L C
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,3201;8,09621;21,2012;-54,9541;-157,051;93,0917;10;1;675;L C
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4158;7,72306;17,4746;-53,1033;-160,565;96,4751;20;1;675;L C
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4249;7,56844;14,9737;-51,8838;-163,302;97,6937;50;1;675;L C
127,001;127,009;127,01;-0,00593327;-120,003;119,992;46,1549;36,8474;12,6926;-56,0966;135,915;86,7355;0;1;675;LL AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;45,3982;36,5621;12,9293;-52,4418;140,862;86,9619;0,5;1;675;LL AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;44,3673;36,01;13,1406;-49,0629;145,512;87,3379;1;1;675;LL AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;41,7937;34,3558;13,4722;-43,271;153,776;88,3455;2;1;675;LL AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;33,7886;28,3334;13,8821;-33,1234;170,686;91,395;5;1;675;LL AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;25,6256;21,3676;13,869;-29,3358;-176,573;94,1765;10;1;675;LL AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;19,621;15,4087;13,6651;-32,5222;-168,62;96,0415;20;1;675;LL AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;16,0693;10,8611;13,432;-40,8182;-164,933;97,1564;50;1;675;LL AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4167;45,3403;35,8794;-38,8747;-177,185;18,3152;0;1;675;LL BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,1353;44,4802;36,2042;-39,1203;-172,743;23,6739;0,5;1;675;LL BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;13,8851;43,3343;36,2304;-39,5512;-168,594;28,7234;1;1;675;LL BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;13,5012;40,5067;35,6013;-40,7843;-161,314;37,7519;2;1;675;LL BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;13,1196;31,6909;31,5692;-44,7604;-147,25;56,6884;5;1;675;LL BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;13,3255;22,4023;25,9116;-48,1483;-138,919;72,0266;10;1;675;LL BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;13,7304;15,0398;20,6659;-49,9763;-138,262;83,3515;20;1;675;LL BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,1077;10,1065;16,4623;-50,7643;-146,836;91,6115;50;1;675;LL BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;38,0263;7,61523;42,8251;-104,868;-160,134;66,7286;0;1;675;LL CA
127,001;127,009;127,01;-0,00593327;-120,003;119,992;38,0528;7,54708;42,3168;-100,075;-160,243;71,0249;0,5;1;675;LL CA
127,001;127,009;127,01;-0,00593327;-120,003;119,992;37,7736;7,48766;41,5205;-95,6511;-160,431;74,9592;1;1;675;LL CA
127,001;127,009;127,01;-0,00593327;-120,003;119,992;36,6018;7,39828;39,4113;-87,9987;-160,946;81,6624;2;1;675;LL CA
127,001;127,009;127,01;-0,00593327;-120,003;119,992;31,8015;7,30242;32,7122;-73,1563;-162,487;93,9455;5;1;675;LL CA
127,001;127,009;127,01;-0,00593327;-120,003;119,992;26,1238;7,32191;25,7186;-62,5647;-163,813;101,221;10;1;675;LL CA
127,001;127,009;127,01;-0,00593327;-120,003;119,992;21,1885;7,38501;20,0876;-56,0053;-164,637;103,607;20;1;675;LL CA
127,001;127,009;127,01;-0,00593327;-120,003;119,992;17,3336;7,45075;16,0179;-52,4598;-165,092;102,115;50;1;675;LL CA
127,001;127,009;127,01;-0,00593327;-120,003;119,992;45,9348;42,3504;13,4173;-70,653;151,178;71,674;0;1;675;LLG AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;44,3487;41,6702;14,2173;-63,5596;160,421;73,8635;0,5;1;675;LLG AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;42,0545;39,9408;14,7909;-57,7676;168,577;76,3912;1;1;675;LLG AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;37,1676;35,2277;15,365;-49,8292;-178,897;81,1518;2;1;675;LLG AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;27,6062;24,097;15,2577;-41,438;-161,776;89,4138;5;1;675;LLG AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;21,549;16,573;14,5908;-40,5982;-155,703;93,8172;10;1;675;LLG AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;17,9395;12,0427;13,9994;-43,1556;-155,813;96,0152;20;1;675;LLG AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;15,7588;9,26031;13,5551;-46,9825;-159,486;97,1647;50;1;675;LLG AB
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,6571;44,8565;41,7641;-51,1277;168,758;32,1993;0;1;675;LLG BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,6381;42,9964;41,9652;-51,3476;177,005;41,9104;0,5;1;675;LLG BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,661;40,4406;41,0151;-51,4957;-176,019;50,384;1;1;675;LLG BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,7289;34,9872;37,568;-51,4569;-165,78;63,3044;2;1;675;LLG BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,7106;23,8652;28,5041;-50,858;-152,593;81,6394;5;1;675;LLG BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,5846;16,4945;22,0164;-50,6714;-148,834;90,49;10;1;675;LLG BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4928;11,9682;17,876;-50,7575;-150,924;94,7801;20;1;675;LLG BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;14,4385;9,19034;15,1362;-50,9032;-156,88;96,8664;50;1;675;LLG BC
127,001;127,009;127,01;-0,00593327;-120,003;119,992;42,8763;10,2148;43,3903;-88,0771;179,272;49,9316;0;1;675;LLG CA
