mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_colsample_bytree;param_learning_rate;param_max_depth;param_n_estimators;param_subsample;params;mean_test_score;std_test_score;rank_test_score
702,6157019138336;8,328968082668368;0,9677132129669189;0,057999134717351374;1.0;0.01;6;200;1.0;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 200, 'subsample': 1.0};0,9934392425905634;0,0010129572014325918;92
294,8585506439209;2,7463432195985504;0,4863307952880859;0,03924338894110428;0.8;0.01;6;100;0.8;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8};0,9925846175581888;0,0011599539327890025;93
315,6767159938812;2,2061370288041395;0,5608995914459228;0,02304573928688308;0.8;0.01;6;100;1.0;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0};0,992257842287413;0,0008431228783192579;94
364,329217672348;2,3671171603505616;0,5529690742492676;0,017401944885307257;1.0;0.01;6;100;1.0;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0};0,9898195321219074;0,0013604764148909035;95
338,3354622840881;3,0239806552859894;0,5130703926086426;0,028029743916506523;1.0;0.01;6;100;0.8;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8};0,9897441426147189;0,0010796470948803113;96
527,2700211524964;2,30518138899009;0,6552480697631836;0,03757172888468029;1.0;0.01;3;300;0.8;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8};0,9673721712980523;0,0009189895991390165;97
472,7775127887726;2,406556787240029;0,6759981155395508;0,04527878796219506;0.8;0.01;3;300;1.0;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 1.0};0,9673470551524652;0,001061309419474754;98
443,16067237854;1,359012559870029;0,647160530090332;0,038823205225075694;0.8;0.01;3;300;0.8;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8};0,9668192275057115;0,0011334847046654553;99
568,0212892055512;5,091754974106067;0,6742561340332032;0,04388050479031089;1.0;0.01;3;300;1.0;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 300, 'subsample': 1.0};0,9665175115137782;0,0007315096917755396;100
316,95583109855653;0,5852399848908584;0,44367690086364747;0,05926784546570127;0.8;0.01;3;200;1.0;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0};0,9565129861846036;0,001483212585107561;101
297,99092001914977;1,5011308599001303;0,4619542121887207;0,04356492752913221;0.8;0.01;3;200;0.8;{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8};0,9563873169972869;0,0012364183245582468;102
352,4475209236145;1,627141219942596;0,5011230945587158;0,013595344774403825;1.0;0.01;3;200;0.8;{'colsample_bytree': 1.0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8};0,9550801874808114;0,0011031215073682567;103
