Va;Vb;Vc;Ia;Ib;Ic;RF;Factor_Carga;Nodo_Falla;Tipo_Falla
127,017;127,017;127,017;4,06463;77,4322;74,1881;0,5;1;Nodo 3;LLG BCG
127,017;127,017;127,017;4,82747;77,9913;74,7012;0,5;1,3;Nodo 3;LLG BCG
127,017;127,017;127,017;3,83884;52,3054;49,9091;1;0,7;Nodo 3;LLG BCG
127,017;127,017;127,017;4,37219;52,9868;50,5563;1;1;Nodo 3;LLG BCG
127,017;127,017;127,017;5,02133;53,6734;51,2085;1;1,3;Nodo 3;LLG BCG
127,017;127,017;127,017;4,17884;31,6969;30,141;2;0,7;Nodo 3;LLG BCG
127,017;127,017;127,017;4,5501;32,4618;30,8916;2;1;Nodo 3;LLG BCG
127,017;127,017;127,017;5,07648;33,2349;31,6493;2;1,3;Nodo 3;LLG BCG
127,017;127,017;127,017;4,40937;15,3798;14,5716;5;0,7;Nodo 3;LLG BCG
127,017;127,017;127,017;4,6446;16,1494;15,3508;5;1;Nodo 3;LLG BCG
127,017;127,017;127,017;5,05968;16,9395;16,1475;5;1,3;Nodo 3;LLG BCG
127,017;127,017;127,017;4,48752;9,42916;8,94786;10;0,7;Nodo 3;LLG BCG
127,017;127,017;127,017;4,66992;10,1162;9,65033;10;1;Nodo 3;LLG BCG
127,017;127,017;127,017;5,03985;10,8482;10,3949;10;1,3;Nodo 3;LLG BCG
127,017;127,017;127,017;4,52633;6,62249;6,35106;20;0,7;Nodo 3;LLG BCG
127,017;127,017;127,017;4,68085;7,16483;6,90405;20;1;Nodo 3;LLG BCG
127,017;127,017;127,017;5,02654;7,79386;7,54305;20;1,3;Nodo 3;LLG BCG
127,017;127,017;127,017;4,54943;5,22105;5,10667;50;0,7;Nodo 3;LLG BCG
127,017;127,017;127,017;4,68677;5,56704;5,45536;50;1;Nodo 3;LLG BCG
127,017;127,017;127,017;5,01738;6,0551;5,94735;50;1,3;Nodo 3;LLG BCG
127,017;127,016;127,016;2,36146;126,531;123,046;0;0,7;Nodo 3;LLG CAG
127,017;127,016;127,016;3,04342;126,813;123,244;0;1;Nodo 3;LLG CAG
127,017;127,016;127,016;3,76659;127,097;123,446;0;1,3;Nodo 3;LLG CAG
127,017;127,017;127,017;3,36244;76,8768;73,6792;0,5;0,7;Nodo 3;LLG CAG
127,017;127,017;127,017;4,06463;77,4322;74,1881;0,5;1;Nodo 3;LLG CAG
127,017;127,017;127,017;4,82747;77,9913;74,7012;0,5;1,3;Nodo 3;LLG CAG
127,017;127,017;127,017;3,83884;52,3054;49,9091;1;0,7;Nodo 3;LLG CAG
127,017;127,017;127,017;4,37219;52,9868;50,5563;1;1;Nodo 3;LLG CAG
127,017;127,017;127,017;5,02133;53,6734;51,2085;1;1,3;Nodo 3;LLG CAG
127,017;127,017;127,017;4,17884;31,6969;30,141;2;0,7;Nodo 3;LLG CAG
127,017;127,017;127,017;4,5501;32,4618;30,8916;2;1;Nodo 3;LLG CAG
127,017;127,017;127,017;5,07648;33,2349;31,6493;2;1,3;Nodo 3;LLG CAG
127,017;127,017;127,017;4,40937;15,3798;14,5716;5;0,7;Nodo 3;LLG CAG
127,017;127,017;127,017;4,6446;16,1494;15,3508;5;1;Nodo 3;LLG CAG
127,017;127,017;127,017;5,05968;16,9395;16,1475;5;1,3;Nodo 3;LLG CAG
127,017;127,017;127,017;4,48752;9,42916;8,94786;10;0,7;Nodo 3;LLG CAG
127,017;127,017;127,017;4,66992;10,1162;9,65033;10;1;Nodo 3;LLG CAG
127,017;127,017;127,017;5,03985;10,8482;10,3949;10;1,3;Nodo 3;LLG CAG
127,017;127,017;127,017;4,52633;6,62249;6,35106;20;0,7;Nodo 3;LLG CAG
127,017;127,017;127,017;4,68085;7,16483;6,90405;20;1;Nodo 3;LLG CAG
127,017;127,017;127,017;5,02654;7,79386;7,54305;20;1,3;Nodo 3;LLG CAG
127,017;127,017;127,017;4,54943;5,22105;5,10667;50;0,7;Nodo 3;LLG CAG
127,017;127,017;127,017;4,68677;5,56704;5,45536;50;1;Nodo 3;LLG CAG
127,017;127,017;127,017;5,01738;6,0551;5,94735;50;1,3;Nodo 3;LLG CAG
127,016;127,016;127,016;126,588;126,588;126,588;0;0,7;Nodo 3;LLL ABC
127,016;127,016;127,016;126,802;126,802;126,802;0;1;Nodo 3;LLL ABC
127,016;127,016;127,016;127,018;127,018;127,018;0;1,3;Nodo 3;LLL ABC
127,017;127,017;127,017;76,4151;76,4151;76,4151;0,5;0,7;Nodo 3;LLL ABC
127,017;127,017;127,017;76,9104;76,9104;76,9104;0,5;1;Nodo 3;LLL ABC
127,017;127,017;127,017;77,4094;77,4094;77,4094;0,5;1,3;Nodo 3;LLL ABC
127,017;127,017;127,017;51,913;51,913;51,913;1;0,7;Nodo 3;LLL ABC
127,017;127,017;127,017;52,5499;52,5499;52,5499;1;1;Nodo 3;LLL ABC
127,017;127,017;127,017;53,1916;53,1916;53,1916;1;1,3;Nodo 3;LLL ABC
127,017;127,017;127,017;31,4038;31,4038;31,4038;2;0,7;Nodo 3;LLL ABC
127,017;127,017;127,017;32,1464;32,1464;32,1464;2;1;Nodo 3;LLL ABC
127,017;127,017;127,017;32,8965;32,8965;32,8965;2;1,3;Nodo 3;LLL ABC
127,017;127,017;127,017;15,1706;15,1706;15,1706;5;0,7;Nodo 3;LLL ABC
127,017;127,017;127,017;15,9425;15,9425;15,9425;5;1;Nodo 3;LLL ABC
127,017;127,017;127,017;16,7328;16,7328;16,7328;5;1,3;Nodo 3;LLL ABC
127,017;127,017;127,017;9,26696;9,26696;9,26696;10;0,7;Nodo 3;LLL ABC
127,017;127,017;127,017;9,96535;9,96535;9,96535;10;1;Nodo 3;LLL ABC
127,017;127,017;127,017;10,7059;10,7059;10,7059;10;1,3;Nodo 3;LLL ABC
127,017;127,017;127,017;6,5096;6,5096;6,5096;20;0,7;Nodo 3;LLL ABC
127,017;127,017;127,017;7,06332;7,06332;7,06332;20;1;Nodo 3;LLL ABC
127,017;127,017;127,017;7,70179;7,70179;7,70179;20;1,3;Nodo 3;LLL ABC
127,017;127,017;127,017;5,16461;5,16461;5,16461;50;0,7;Nodo 3;LLL ABC
127,017;127,017;127,017;5,5164;5,5164;5,5164;50;1;Nodo 3;LLL ABC
127,017;127,017;127,017;6,00993;6,00993;6,00993;50;1,3;Nodo 3;LLL ABC
127,016;127,017;127,017;131,01;4,36788;7,02159;0;0,7;Nodo 4;LG A
127,016;127,017;127,017;131,227;3,48908;7,75489;0;1;Nodo 4;LG A
127,016;127,017;127,017;131,445;2,61649;8,52361;0;1,3;Nodo 4;LG A
127,017;127,017;127,017;80,631;1,24133;6,76685;0,5;0,7;Nodo 4;LG A
127,017;127,017;127,017;81,1693;0,870093;7,27337;0,5;1;Nodo 4;LG A
127,017;127,017;127,017;81,7114;1,23575;7,87345;0,5;1,3;Nodo 4;LG A
127,017;127,017;127,017;54,6756;1,95188;6,20522;1;0,7;Nodo 4;LG A
127,017;127,017;127,017;55,3499;2,13846;6,58802;1;1;Nodo 4;LG A
127,017;127,017;127,017;56,0291;2,64293;7,0937;1;1,3;Nodo 4;LG A
127,017;127,017;127,017;32,9099;3,0377;5,6001;2;0,7;Nodo 4;LG A
127,017;127,017;127,017;33,6756;3,25236;5,87736;2;1;Nodo 4;LG A
127,017;127,017;127,017;34,4488;3,69961;6,30398;2;1,3;Nodo 4;LG A
127,017;127,017;127,017;15,8016;3,90747;5,0439;5;0,7;Nodo 4;LG A
127,017;127,017;127,017;16,5804;4,08102;5,23639;5;1;Nodo 4;LG A
127,017;127,017;127,017;17,3776;4,46107;5,60197;5;1,3;Nodo 4;LG A
127,017;127,017;127,017;9,59905;4,22942;4,81622;10;0,7;Nodo 4;LG A
127,017;127,017;127,017;10,2994;4,38099;4,97636;10;1;Nodo 4;LG A
127,017;127,017;127,017;11,0415;4,73271;5,31961;10;1,3;Nodo 4;LG A
127,017;127,017;127,017;6,68118;4,39555;4,69354;20;0,7;Nodo 4;LG A
127,017;127,017;127,017;7,23714;4,53466;4,83672;20;1;Nodo 4;LG A
127,017;127,017;127,017;7,87641;4,87106;5,16855;20;1,3;Nodo 4;LG A
127,017;127,017;127,017;5,23196;4,49671;4,61701;50;0,7;Nodo 4;LG A
127,017;127,017;127,017;5,58677;4,62789;4,74976;50;1;Nodo 4;LG A
127,017;127,017;127,017;6,08168;4,95473;5,07468;50;1,3;Nodo 4;LG A
127,017;127,016;127,017;7,02159;131,01;4,36788;0;0,7;Nodo 4;LG B
127,017;127,016;127,017;7,75489;131,227;3,48908;0;1;Nodo 4;LG B
127,017;127,016;127,017;8,52361;131,445;2,61649;0;1,3;Nodo 4;LG B
127,017;127,017;127,017;6,76685;80,631;1,24133;0,5;0,7;Nodo 4;LG B
127,017;127,017;127,017;7,27337;81,1693;0,870093;0,5;1;Nodo 4;LG B
127,017;127,017;127,017;7,87345;81,7114;1,23575;0,5;1,3;Nodo 4;LG B
127,017;127,017;127,017;6,20522;54,6756;1,95188;1;0,7;Nodo 4;LG B
127,017;127,017;127,017;6,58802;55,3499;2,13846;1;1;Nodo 4;LG B
127,017;127,017;127,017;7,0937;56,0291;2,64293;1;1,3;Nodo 4;LG B
127,017;127,017;127,017;5,6001;32,9099;3,0377;2;0,7;Nodo 4;LG B
127,017;127,017;127,017;5,87736;33,6756;3,25236;2;1;Nodo 4;LG B
127,017;127,017;127,017;6,30398;34,4488;3,69961;2;1,3;Nodo 4;LG B
127,017;127,017;127,017;5,0439;15,8016;3,90747;5;0,7;Nodo 4;LG B
127,017;127,017;127,017;5,23639;16,5804;4,08102;5;1;Nodo 4;LG B
127,017;127,017;127,017;5,60197;17,3776;4,46107;5;1,3;Nodo 4;LG B
127,017;127,017;127,017;4,81622;9,59905;4,22942;10;0,7;Nodo 4;LG B
127,017;127,017;127,017;4,97636;10,2994;4,38099;10;1;Nodo 4;LG B
127,017;127,017;127,017;5,31961;11,0415;4,73271;10;1,3;Nodo 4;LG B
127,017;127,017;127,017;4,69354;6,68118;4,39555;20;0,7;Nodo 4;LG B
127,017;127,017;127,017;4,83672;7,23714;4,53466;20;1;Nodo 4;LG B
127,017;127,017;127,017;5,16855;7,87641;4,87106;20;1,3;Nodo 4;LG B
127,017;127,017;127,017;4,61701;5,23196;4,49671;50;0,7;Nodo 4;LG B
127,017;127,017;127,017;4,74976;5,58677;4,62789;50;1;Nodo 4;LG B
127,017;127,017;127,017;5,07468;6,08168;4,95473;50;1,3;Nodo 4;LG B
127,017;127,017;127,016;4,36788;7,02159;131,01;0;0,7;Nodo 4;LG C
127,017;127,017;127,016;3,48908;7,75489;131,227;0;1;Nodo 4;LG C
127,017;127,017;127,016;2,61649;8,52361;131,445;0;1,3;Nodo 4;LG C
127,017;127,017;127,017;1,24133;6,76685;80,631;0,5;0,7;Nodo 4;LG C
127,017;127,017;127,017;0,870093;7,27337;81,1693;0,5;1;Nodo 4;LG C
127,017;127,017;127,017;1,23575;7,87345;81,7114;0,5;1,3;Nodo 4;LG C
127,017;127,017;127,017;1,95188;6,20522;54,6756;1;0,7;Nodo 4;LG C
127,017;127,017;127,017;2,13846;6,58802;55,3499;1;1;Nodo 4;LG C
127,017;127,017;127,017;2,64293;7,0937;56,0291;1;1,3;Nodo 4;LG C
127,017;127,017;127,017;3,0377;5,6001;32,9099;2;0,7;Nodo 4;LG C
127,017;127,017;127,017;3,25236;5,87736;33,6756;2;1;Nodo 4;LG C
127,017;127,017;127,017;3,69961;6,30398;34,4488;2;1,3;Nodo 4;LG C
127,017;127,017;127,017;3,90747;5,0439;15,8016;5;0,7;Nodo 4;LG C
127,017;127,017;127,017;4,08102;5,23639;16,5804;5;1;Nodo 4;LG C
127,017;127,017;127,017;4,46107;5,60197;17,3776;5;1,3;Nodo 4;LG C
127,017;127,017;127,017;4,22942;4,81622;9,59905;10;0,7;Nodo 4;LG C
127,017;127,017;127,017;4,38099;4,97636;10,2994;10;1;Nodo 4;LG C
127,017;127,017;127,017;4,73271;5,31961;11,0415;10;1,3;Nodo 4;LG C
127,017;127,017;127,017;4,39555;4,69354;6,68118;20;0,7;Nodo 4;LG C
127,017;127,017;127,017;4,53466;4,83672;7,23714;20;1;Nodo 4;LG C
127,017;127,017;127,017;4,87106;5,16855;7,87641;20;1,3;Nodo 4;LG C
127,017;127,017;127,017;4,49671;4,61701;5,23196;50;0,7;Nodo 4;LG C
127,017;127,017;127,017;4,62789;4,74976;5,58677;50;1;Nodo 4;LG C
127,017;127,017;127,017;4,95473;5,07468;6,08168;50;1,3;Nodo 4;LG C
127,017;127,016;127,017;118,451;114,967;4,56474;0;0,7;Nodo 4;LL AB
127,017;127,016;127,017;118,927;114,785;4,69044;0;1;Nodo 4;LL AB
127,017;127,016;127,017;119,404;114,606;5,01075;0;1,3;Nodo 4;LL AB
127,017;127,016;127,017;93,5175;89,2876;4,56474;0,5;0,7;Nodo 4;LL AB
127,017;127,016;127,017;93,9995;89,3786;4,69044;0,5;1;Nodo 4;LL AB
127,017;127,016;127,017;94,4849;89,4755;5,01075;0,5;1,3;Nodo 4;LL AB
127,017;127,017;127,017;74,1598;69,6759;4,56474;1;0,7;Nodo 4;LL AB
127,017;127,017;127,017;74,6601;69,9709;4,69044;1;1;Nodo 4;LL AB
127,017;127,017;127,017;75,1658;70,2727;5,01075;1;1,3;Nodo 4;LL AB
127,017;127,017;127,017;51,1394;46,577;4,56474;2;0,7;Nodo 4;LL AB
127,017;127,017;127,017;51,6711;47,1157;4,69044;2;1;Nodo 4;LL AB
127,017;127,017;127,017;52,2129;47,6618;5,01075;2;1,3;Nodo 4;LL AB
127,017;127,017;127,017;26,8111;22,4506;4,56474;5;0,7;Nodo 4;LL AB
127,017;127,017;127,017;27,3579;23,2424;4,69044;5;1;Nodo 4;LL AB
127,017;127,017;127,017;27,9275;24,0412;5,01075;5;1,3;Nodo 4;LL AB
127,017;127,017;127,017;16,1017;12,1044;4,56474;10;0,7;Nodo 4;LL AB
127,017;127,017;127,017;16,6165;12,9912;4,69044;10;1;Nodo 4;LL AB
127,017;127,017;127,017;17,1721;13,8845;5,01075;10;1,3;Nodo 4;LL AB
127,017;127,017;127,017;10,2779;6,9394;4,56474;20;0,7;Nodo 4;LL AB
127,017;127,017;127,017;10,7244;7,80085;4,69044;20;1;Nodo 4;LL AB
127,017;127,017;127,017;11,2398;8,68324;5,01075;20;1,3;Nodo 4;LL AB
127,017;127,017;127,017;6,74991;4,72705;4,56474;50;0,7;Nodo 4;LL AB
127,017;127,017;127,017;7,07802;5,32628;4,69044;50;1;Nodo 4;LL AB
127,017;127,017;127,017;7,52206;6,02484;5,01075;50;1,3;Nodo 4;LL AB
127,017;127,017;127,016;4,56474;118,451;114,967;0;0,7;Nodo 4;LL BC
127,017;127,017;127,016;4,69044;118,927;114,785;0;1;Nodo 4;LL BC
127,017;127,017;127,016;5,01075;119,404;114,606;0;1,3;Nodo 4;LL BC
127,017;127,017;127,016;4,56474;93,5175;89,2876;0,5;0,7;Nodo 4;LL BC
127,017;127,017;127,016;4,69044;93,9995;89,3786;0,5;1;Nodo 4;LL BC
127,017;127,017;127,016;5,01075;94,4849;89,4755;0,5;1,3;Nodo 4;LL BC
127,017;127,017;127,017;4,56474;74,1598;69,6759;1;0,7;Nodo 4;LL BC
127,017;127,017;127,017;4,69044;74,6601;69,9709;1;1;Nodo 4;LL BC
127,017;127,017;127,017;5,01075;75,1658;70,2727;1;1,3;Nodo 4;LL BC
127,017;127,017;127,017;4,56474;51,1394;46,577;2;0,7;Nodo 4;LL BC
127,017;127,017;127,017;4,69044;51,6711;47,1157;2;1;Nodo 4;LL BC
127,017;127,017;127,017;5,01075;52,2129;47,6618;2;1,3;Nodo 4;LL BC
127,017;127,017;127,017;4,56474;26,8111;22,4506;5;0,7;Nodo 4;LL BC
127,017;127,017;127,017;4,69044;27,3579;23,2424;5;1;Nodo 4;LL BC
127,017;127,017;127,017;5,01075;27,9275;24,0412;5;1,3;Nodo 4;LL BC
127,017;127,017;127,017;4,56474;16,1017;12,1044;10;0,7;Nodo 4;LL BC
127,017;127,017;127,017;4,69044;16,6165;12,9912;10;1;Nodo 4;LL BC
127,017;127,017;127,017;5,01075;17,1721;13,8845;10;1,3;Nodo 4;LL BC
127,017;127,017;127,017;4,56474;10,2779;6,9394;20;0,7;Nodo 4;LL BC
127,017;127,017;127,017;4,69044;10,7244;7,80085;20;1;Nodo 4;LL BC
127,017;127,017;127,017;5,01075;11,2398;8,68324;20;1,3;Nodo 4;LL BC
127,017;127,017;127,017;4,56474;6,74991;4,72705;50;0,7;Nodo 4;LL BC
127,017;127,017;127,017;4,69044;7,07802;5,32628;50;1;Nodo 4;LL BC
127,017;127,017;127,017;5,01075;7,52206;6,02484;50;1,3;Nodo 4;LL BC
127,016;127,017;127,017;114,967;4,56474;118,451;0;0,7;Nodo 4;LL CA
127,016;127,017;127,017;114,785;4,69044;118,927;0;1;Nodo 4;LL CA
127,016;127,017;127,017;114,606;5,01075;119,404;0;1,3;Nodo 4;LL CA
127,016;127,017;127,017;89,2876;4,56474;93,5175;0,5;0,7;Nodo 4;LL CA
127,016;127,017;127,017;89,3786;4,69044;93,9995;0,5;1;Nodo 4;LL CA
127,016;127,017;127,017;89,4755;5,01075;94,4849;0,5;1,3;Nodo 4;LL CA
127,017;127,017;127,017;69,6759;4,56474;74,1598;1;0,7;Nodo 4;LL CA
127,017;127,017;127,017;69,9709;4,69044;74,6601;1;1;Nodo 4;LL CA
127,017;127,017;127,017;70,2727;5,01075;75,1658;1;1,3;Nodo 4;LL CA
127,017;127,017;127,017;46,577;4,56474;51,1394;2;0,7;Nodo 4;LL CA
127,017;127,017;127,017;47,1157;4,69044;51,6711;2;1;Nodo 4;LL CA
127,017;127,017;127,017;47,6618;5,01075;52,2129;2;1,3;Nodo 4;LL CA
127,017;127,017;127,017;22,4506;4,56474;26,8111;5;0,7;Nodo 4;LL CA
127,017;127,017;127,017;23,2424;4,69044;27,3579;5;1;Nodo 4;LL CA
127,017;127,017;127,017;24,0412;5,01075;27,9275;5;1,3;Nodo 4;LL CA
127,017;127,017;127,017;12,1044;4,56474;16,1017;10;0,7;Nodo 4;LL CA
127,017;127,017;127,017;12,9912;4,69044;16,6165;10;1;Nodo 4;LL CA
127,017;127,017;127,017;13,8845;5,01075;17,1721;10;1,3;Nodo 4;LL CA
127,017;127,017;127,017;6,9394;4,56474;10,2779;20;0,7;Nodo 4;LL CA
127,017;127,017;127,017;7,80085;4,69044;10,7244;20;1;Nodo 4;LL CA
127,017;127,017;127,017;8,68324;5,01075;11,2398;20;1,3;Nodo 4;LL CA
127,017;127,017;127,017;4,72705;4,56474;6,74991;50;0,7;Nodo 4;LL CA
127,017;127,017;127,017;5,32628;4,69044;7,07802;50;1;Nodo 4;LL CA
127,017;127,017;127,017;6,02484;5,01075;7,52206;50;1,3;Nodo 4;LL CA
127,017;127,016;127,016;2,50679;134,56;131,253;0;0,7;Nodo 4;LLG ABG
127,017;127,016;127,016;3,10334;134,796;131,41;0;1;Nodo 4;LLG ABG
127,017;127,016;127,016;3,76705;135,034;131,569;0;1,3;Nodo 4;LLG ABG
127,017;127,017;127,017;3,34063;83,5413;80,1553;0,5;0,7;Nodo 4;LLG ABG
127,017;127,017;127,017;4,0788;84,0632;80,631;0,5;1;Nodo 4;LLG ABG
127,017;127,017;127,017;4,8643;84,5885;81,1106;0,5;1,3;Nodo 4;LLG ABG
127,017;127,017;127,017;3,82052;56,8411;54,2713;1;0,7;Nodo 4;LLG ABG
127,017;127,017;127,017;4,38711;57,5027;54,8961;1;1;Nodo 4;LLG ABG
127,017;127,017;127,017;5,06029;58,1693;55,5257;1;1,3;Nodo 4;LLG ABG
127,017;127,017;127,017;4,16982;34,2798;32,617;2;0,7;Nodo 4;LLG ABG
127,017;127,017;127,017;4,56196;35,0364;33,3564;2;1;Nodo 4;LLG ABG
127,017;127,017;127,017;5,10488;35,801;34,1026;2;1,3;Nodo 4;LLG ABG
127,017;127,017;127,017;4,40644;16,4477;15,593;5;0,7;Nodo 4;LLG ABG
127,017;127,017;127,017;4,65074;17,2193;16,3724;5;1;Nodo 4;LLG ABG
127,017;127,017;127,017;5,07351;18,01;17,1681;5;1,3;Nodo 4;LLG ABG
127,017;127,017;127,017;4,48624;9,94208;9,43356;10;0,7;Nodo 4;LLG ABG
127,017;127,017;127,017;4,67323;10,6384;10,1451;10;1;Nodo 4;LLG ABG
127,017;127,017;127,017;5,04716;11,3766;10,8956;10;1,3;Nodo 4;LLG ABG
127,017;127,017;127,017;4,52573;6,85221;6,56347;20;0,7;Nodo 4;LLG ABG
127,017;127,017;127,017;4,68257;7,4088;7,13145;20;1;Nodo 4;LLG ABG
127,017;127,017;127,017;5,0303;8,0475;7,78063;20;1,3;Nodo 4;LLG ABG
127,017;127,017;127,017;4,54921;5,29494;5,17213;50;0,7;Nodo 4;LLG ABG
127,017;127,017;127,017;4,68748;5,65286;5,53324;50;1;Nodo 4;LLG ABG
127,017;127,017;127,017;5,0189;6,14932;6,03406;50;1,3;Nodo 4;LLG ABG
127,017;127,016;127,016;2,50679;134,56;131,253;0;0,7;Nodo 4;LLG BCG
127,017;127,016;127,016;3,10334;134,796;131,41;0;1;Nodo 4;LLG BCG
127,017;127,016;127,016;3,76705;135,034;131,569;0;1,3;Nodo 4;LLG BCG
127,017;127,017;127,017;3,34063;83,5413;80,1553;0,5;0,7;Nodo 4;LLG BCG
127,017;127,017;127,017;4,0788;84,0632;80,631;0,5;1;Nodo 4;LLG BCG
127,017;127,017;127,017;4,8643;84,5885;81,1106;0,5;1,3;Nodo 4;LLG BCG
127,017;127,017;127,017;3,82052;56,8411;54,2713;1;0,7;Nodo 4;LLG BCG
127,017;127,017;127,017;4,38711;57,5027;54,8961;1;1;Nodo 4;LLG BCG
127,017;127,017;127,017;5,06029;58,1693;55,5257;1;1,3;Nodo 4;LLG BCG
127,017;127,017;127,017;4,16982;34,2798;32,617;2;0,7;Nodo 4;LLG BCG
127,017;127,017;127,017;4,56196;35,0364;33,3564;2;1;Nodo 4;LLG BCG
127,017;127,017;127,017;5,10488;35,801;34,1026;2;1,3;Nodo 4;LLG BCG
127,017;127,017;127,017;4,40644;16,4477;15,593;5;0,7;Nodo 4;LLG BCG
127,017;127,017;127,017;4,65074;17,2193;16,3724;5;1;Nodo 4;LLG BCG
127,017;127,017;127,017;5,07351;18,01;17,1681;5;1,3;Nodo 4;LLG BCG
127,017;127,017;127,017;4,48624;9,94208;9,43356;10;0,7;Nodo 4;LLG BCG
127,017;127,017;127,017;4,67323;10,6384;10,1451;10;1;Nodo 4;LLG BCG
127,017;127,017;127,017;5,04716;11,3766;10,8956;10;1,3;Nodo 4;LLG BCG
127,017;127,017;127,017;4,52573;6,85221;6,56347;20;0,7;Nodo 4;LLG BCG
127,017;127,017;127,017;4,68257;7,4088;7,13145;20;1;Nodo 4;LLG BCG
127,017;127,017;127,017;5,0303;8,0475;7,78063;20;1,3;Nodo 4;LLG BCG
127,017;127,017;127,017;4,54921;5,29494;5,17213;50;0,7;Nodo 4;LLG BCG
127,017;127,017;127,017;4,68748;5,65286;5,53324;50;1;Nodo 4;LLG BCG
127,017;127,017;127,017;5,0189;6,14932;6,03406;50;1,3;Nodo 4;LLG BCG
127,017;127,016;127,016;2,50679;134,56;131,253;0;0,7;Nodo 4;LLG CAG
127,017;127,016;127,016;3,10334;134,796;131,41;0;1;Nodo 4;LLG CAG
127,017;127,016;127,016;3,76705;135,034;131,569;0;1,3;Nodo 4;LLG CAG
127,017;127,017;127,017;3,34063;83,5413;80,1553;0,5;0,7;Nodo 4;LLG CAG
127,017;127,017;127,017;4,0788;84,0632;80,631;0,5;1;Nodo 4;LLG CAG
127,017;127,017;127,017;4,8643;84,5885;81,1106;0,5;1,3;Nodo 4;LLG CAG
127,017;127,017;127,017;3,82052;56,8411;54,2713;1;0,7;Nodo 4;LLG CAG
127,017;127,017;127,017;4,38711;57,5027;54,8961;1;1;Nodo 4;LLG CAG
127,017;127,017;127,017;5,06029;58,1693;55,5257;1;1,3;Nodo 4;LLG CAG
127,017;127,017;127,017;4,16982;34,2798;32,617;2;0,7;Nodo 4;LLG CAG
127,017;127,017;127,017;4,56196;35,0364;33,3564;2;1;Nodo 4;LLG CAG
127,017;127,017;127,017;5,10488;35,801;34,1026;2;1,3;Nodo 4;LLG CAG
127,017;127,017;127,017;4,40644;16,4477;15,593;5;0,7;Nodo 4;LLG CAG
127,017;127,017;127,017;4,65074;17,2193;16,3724;5;1;Nodo 4;LLG CAG
127,017;127,017;127,017;5,07351;18,01;17,1681;5;1,3;Nodo 4;LLG CAG
127,017;127,017;127,017;4,48624;9,94208;9,43356;10;0,7;Nodo 4;LLG CAG
127,017;127,017;127,017;4,67323;10,6384;10,1451;10;1;Nodo 4;LLG CAG
127,017;127,017;127,017;5,04716;11,3766;10,8956;10;1,3;Nodo 4;LLG CAG
127,017;127,017;127,017;4,52573;6,85221;6,56347;20;0,7;Nodo 4;LLG CAG
127,017;127,017;127,017;4,68257;7,4088;7,13145;20;1;Nodo 4;LLG CAG
127,017;127,017;127,017;5,0303;8,0475;7,78063;20;1,3;Nodo 4;LLG CAG
127,017;127,017;127,017;4,54921;5,29494;5,17213;50;0,7;Nodo 4;LLG CAG
127,017;127,017;127,017;4,68748;5,65286;5,53324;50;1;Nodo 4;LLG CAG
127,017;127,017;127,017;5,0189;6,14932;6,03406;50;1,3;Nodo 4;LLG CAG
127,016;127,016;127,016;134,753;134,753;134,753;0;0,7;Nodo 4;LLL ABC
127,016;127,016;127,016;134,927;134,927;134,927;0;1;Nodo 4;LLL ABC
127,016;127,016;127,016;135,103;135,103;135,103;0;1,3;Nodo 4;LLL ABC
127,017;127,017;127,017;83,0421;83,0421;83,0421;0,5;0,7;Nodo 4;LLL ABC
127,017;127,017;127,017;83,5027;83,5027;83,5027;0,5;1;Nodo 4;LLL ABC
127,017;127,017;127,017;83,9667;83,9667;83,9667;0,5;1,3;Nodo 4;LLL ABC
127,017;127,017;127,017;56,4165;56,4165;56,4165;1;0,7;Nodo 4;LLL ABC
127,017;127,017;127,017;57,0309;57,0309;57,0309;1;1;Nodo 4;LLL ABC
127,017;127,017;127,017;57,65;57,65;57,65;1;1,3;Nodo 4;LLL ABC
127,017;127,017;127,017;33,9729;33,9729;33,9729;2;0,7;Nodo 4;LLL ABC
127,017;127,017;127,017;34,7049;34,7049;34,7049;2;1;Nodo 4;LLL ABC
127,017;127,017;127,017;35,4441;35,4441;35,4441;2;1,3;Nodo 4;LLL ABC
127,017;127,017;127,017;16,2349;16,2349;16,2349;5;0,7;Nodo 4;LLL ABC
127,017;127,017;127,017;17,0074;17,0074;17,0074;5;1;Nodo 4;LLL ABC
127,017;127,017;127,017;17,7971;17,7971;17,7971;5;1,3;Nodo 4;LLL ABC
127,017;127,017;127,017;9,77659;9,77659;9,77659;10;0,7;Nodo 4;LLL ABC
127,017;127,017;127,017;10,4838;10,4838;10,4838;10;1;Nodo 4;LLL ABC
127,017;127,017;127,017;11,2302;11,2302;11,2302;10;1,3;Nodo 4;LLL ABC
127,017;127,017;127,017;6,73525;6,73525;6,73525;20;0,7;Nodo 4;LLL ABC
127,017;127,017;127,017;7,30358;7,30358;7,30358;20;1;Nodo 4;LLL ABC
127,017;127,017;127,017;7,95197;7,95197;7,95197;20;1,3;Nodo 4;LLL ABC
127,017;127,017;127,017;5,23535;5,23535;5,23535;50;0,7;Nodo 4;LLL ABC
127,017;127,017;127,017;5,59953;5,59953;5,59953;50;1;Nodo 4;LLL ABC
127,017;127,017;127,017;6,10184;6,10184;6,10184;50;1,3;Nodo 4;LLL ABC
127,016;127,017;127,017;114,901;3,10656;6,88902;0;0,7;Nodo 5;LG A
